year,month,flow,country_code,country_en,country_th,quantity,value_usd,value_baht,acc_value_usd,acc_value_baht
2023,8,export,JP,JAPAN,ญี่ปุ่น,0.0,0.0,0.0,1999.9766,68234.0
2023,8,export,IN,INDIA,อินเดีย,0.0,0.0,0.0,9100.0125,314157.0
2023,8,export,IR,IRAN,อิหร่าน,0.0,0.0,0.0,90023.0096,3105285.0
2023,9,export,RU,RUSSIAN FEDERATION,รัสเซีย,2634.0,6768299.9877,236092517.0,22929110.9975,787628203.0
2023,9,export,US,U.S.A.,สหรัฐอเมริกา,15.0,341999.9942,11929678.0,342001.9873,11929746.0
2023,9,export,LT,LITHUANIA,ลิทัวเนีย,52.0,226708.6557,7908074.0,633209.1838,21829041.0
2023,9,export,HK,HONG KONG,ฮ่องกง,30.0,139709.9945,4873378.0,309059.9949,10670448.0
2023,9,export,PL,POLAND,โปแลนด์,36.0,107519.9887,3750523.0,107519.9887,3750523.0
2023,9,export,CZ,CZECH REPUBLIC,สาธารณรัฐเช็ก,31.0,107323.0109,3743652.0,242873.02,8392650.0
2023,9,export,KH,CAMBODIA,กัมพูชา,4.0,37133.2862,1295287.0,416278.2182,14189061.0
2023,9,export,MM,MYANMAR,เมียนมา,3.0,13560.0208,473002.0,20560.0208,712367.0
2023,9,export,IN,INDIA,อินเดีย,0.0,0.0,0.0,9100.0125,314157.0
2023,9,export,IR,IRAN,อิหร่าน,0.0,0.0,0.0,90023.0096,3105285.0
2023,10,export,RU,RUSSIAN FEDERATION,รัสเซีย,4016.0,10133200.0303,361583990.0,33062311.0278,1149212193.0
2023,10,export,PL,POLAND,โปแลนด์,67.0,233499.9761,8332003.0,341019.9648,12082526.0
2023,10,export,LA,LAO PDR,สปป. ลาว,3.0,113265.7196,4041672.0,176064.4366,6147873.0
2023,10,export,US,U.S.A.,สหรัฐอเมริกา,4.0,91200.0078,3254299.0,433201.9951,15184045.0
2023,10,export,JP,JAPAN,ญี่ปุ่น,1.0,50944.845,1817870.0,52944.8216,1886104.0
2023,10,export,KH,CAMBODIA,กัมพูชา,3.0,30993.4675,1105943.0,447271.6857,15295004.0
2023,10,export,IN,INDIA,อินเดีย,3.0,24000.0168,856395.0,33100.0293,1170552.0
2023,10,export,KR,S. KOREA,เกาหลีใต้,0.0,0.0,0.0,205.0202,6993.0
2023,10,export,CZ,CZECH REPUBLIC,สาธารณรัฐเช็ก,0.0,0.0,0.0,242873.02,8392650.0
2023,10,export,IR,IRAN,อิหร่าน,0.0,0.0,0.0,90023.0096,3105285.0
2023,11,export,RU,RUSSIAN FEDERATION,รัสเซีย,1400.0,3988600.0043,143966124.0,37050911.0321,1293178317.0
2023,11,export,LT,LITHUANIA,ลิทัวเนีย,101.0,442178.011,15960150.0,1075387.1948,37789191.0
2023,11,export,LA,LAO PDR,สปป. ลาว,3.0,173208.5864,6251860.0,349273.023,12399733.0
2023,11,export,JP,JAPAN,ญี่ปุ่น,2.0,95327.1699,3440777.0,148271.9915,5326881.0
2023,11,export,PH,PHILIPPINES,ฟิลิปปินส์,25.0,82489.9984,2977427.0,82489.9984,2977427.0
2023,11,export,PL,POLAND,โปแลนด์,30.0,79500.0055,2869505.0,420519.9703,14952031.0
2023,11,export,KH,CAMBODIA,กัมพูชา,3.0,25091.3715,905658.0,472363.0572,16200662.0
2023,11,export,VN,VIETNAM,เวียดนาม,6.0,14717.6015,531223.0,14717.6015,531223.0
2023,11,export,AE,UNITED ARAB EMIRATES,สหรัฐอาหรับเอมิเรตส์,1.0,8899.857,321235.0,8899.857,321235.0
2023,11,export,TR,TURKIYE,ตุรกี,3.0,5478.1075,197729.0,5478.1075,197729.0
2023,12,export,US,U.S.A.,สหรัฐอเมริกา,34.0,345634.5672,12068695.0,778836.5623,27252740.0
2023,12,export,LT,LITHUANIA,ลิทัวเนีย,26.0,113697.7447,3970041.0,1189084.9395,41759232.0
2023,12,export,PL,POLAND,โปแลนด์,34.0,90950.0107,3175747.0,511469.981,18127778.0
2023,12,export,KH,CAMBODIA,กัมพูชา,1.0,11499.7637,401543.0,483862.8209,16602205.0
2023,12,export,KR,S. KOREA,เกาหลีใต้,1.0,3691.8737,128911.0,3896.8939,135904.0
2023,12,export,ZA,SOUTH AFRICA,แอฟริกาใต้,1.0,2000.0,69835.0,2000.0,69835.0
2023,12,export,FR,FRANCE,ฝรั่งเศส,0.0,0.0,0.0,500.0092,16315.0
2023,12,export,CH,SWITZERLAND,สวิตเซอร์แลนด์,0.0,0.0,0.0,87732.1246,3000000.0
2023,12,export,HK,HONG KONG,ฮ่องกง,0.0,0.0,0.0,309059.9949,10670448.0
2023,12,export,IN,INDIA,อินเดีย,0.0,0.0,0.0,33100.0293,1170552.0
2024,1,export,LT,LITHUANIA,ลิทัวเนีย,62.0,270108.4023,9356420.0,270108.4023,9356420.0
2024,1,export,JP,JAPAN,ญี่ปุ่น,1.0,53496.8461,1853104.0,53496.8461,1853104.0
2024,1,export,KH,CAMBODIA,กัมพูชา,3.0,49147.9381,1702460.0,49147.9381,1702460.0
2024,1,export,AT,AUSTRIA,ออสเตรีย,2.0,30496.1388,1056371.0,30496.1388,1056371.0
2024,1,export,MM,MYANMAR,เมียนมา,3.0,300.0043,10392.0,300.0043,10392.0
2024,2,export,RU,RUSSIAN FEDERATION,รัสเซีย,2080.0,2080000.0,73571056.0,2080000.0,73571056.0
2024,2,export,LT,LITHUANIA,ลิทัวเนีย,150.0,633644.8529,22412462.0,903753.2552,31768882.0
2024,2,export,US,U.S.A.,สหรัฐอเมริกา,18.0,430000.0,15209401.0,430000.0,15209401.0
2024,2,export,KH,CAMBODIA,กัมพูชา,2.0,12823.9192,453591.0,61971.8573,2156051.0
2024,2,export,AT,AUSTRIA,ออสเตรีย,0.0,0.0,0.0,30496.1388,1056371.0
2024,2,export,JP,JAPAN,ญี่ปุ่น,0.0,0.0,0.0,53496.8461,1853104.0
2024,2,export,MM,MYANMAR,เมียนมา,0.0,0.0,0.0,300.0043,10392.0
2024,3,export,RU,RUSSIAN FEDERATION,รัสเซีย,3000.0,3000000.0,107244000.0,5080000.0,180815056.0
2024,3,export,KH,CAMBODIA,กัมพูชา,464.0,573682.4438,20508000.0,635654.3011,22664051.0
2024,3,export,US,U.S.A.,สหรัฐอเมริกา,11.0,244000.0,8722512.0,674000.0,23931913.0
2024,3,export,PH,PHILIPPINES,ฟิลิปปินส์,3.0,28656.9878,1024430.0,28656.9878,1024430.0
2024,3,export,IN,INDIA,อินเดีย,5.0,1500.0,53622.0,1500.0,53622.0
2024,3,export,MM,MYANMAR,เมียนมา,1.0,279.7359,10000.0,579.7402,20392.0
2024,3,export,AT,AUSTRIA,ออสเตรีย,0.0,0.0,0.0,30496.1388,1056371.0
2024,3,export,LT,LITHUANIA,ลิทัวเนีย,0.0,0.0,0.0,903753.2552,31768882.0
2024,3,export,JP,JAPAN,ญี่ปุ่น,0.0,0.0,0.0,53496.8461,1853104.0
2024,4,export,RU,RUSSIAN FEDERATION,รัสเซีย,2300.0,2300000.0,82403710.0,7380000.0,263218766.0
2024,4,export,LT,LITHUANIA,ลิทัวเนีย,100.0,422181.6918,15125799.0,1325934.947,46894681.0
2024,4,export,US,U.S.A.,สหรัฐอเมริกา,6.0,125712.0329,4503973.0,799712.0329,28435886.0
2024,4,export,HK,HONG KONG,ฮ่องกง,2.0,86825.0543,3110742.0,86825.0543,3110742.0
2024,4,export,SG,SINGAPORE,สิงคโปร์,2.0,75503.6467,2705122.0,75503.6467,2705122.0
2024,4,export,KH,CAMBODIA,กัมพูชา,1.0,6157.247,220600.0,641811.5481,22884651.0
2024,4,export,JP,JAPAN,ญี่ปุ่น,0.0,0.0,0.0,53496.8461,1853104.0
2024,4,export,PH,PHILIPPINES,ฟิลิปปินส์,0.0,0.0,0.0,28656.9878,1024430.0
2024,4,export,IN,INDIA,อินเดีย,0.0,0.0,0.0,1500.0,53622.0
2024,4,export,MM,MYANMAR,เมียนมา,0.0,0.0,0.0,579.7402,20392.0
2024,5,export,RU,RUSSIAN FEDERATION,รัสเซีย,2882.0,2882000.0055,105545757.0,10262000.0055,368764523.0
2024,5,export,LT,LITHUANIA,ลิทัวเนีย,210.0,756692.953,27711912.0,2082627.9,74606593.0
2024,5,export,US,U.S.A.,สหรัฐอเมริกา,14.0,330400.0011,12100041.0,1130112.034,40535927.0
2024,5,export,KH,CAMBODIA,กัมพูชา,2.0,13894.0102,508832.0,655705.5583,23393483.0
2024,5,export,FR,FRANCE,ฝรั่งเศส,1.0,1589.0275,58194.0,1589.0275,58194.0
2024,5,export,IN,INDIA,อินเดีย,0.0,0.0,0.0,1500.0,53622.0
2024,5,export,MM,MYANMAR,เมียนมา,0.0,0.0,0.0,579.7402,20392.0
2024,5,export,HK,HONG KONG,ฮ่องกง,0.0,0.0,0.0,86825.0543,3110742.0
2024,5,export,PH,PHILIPPINES,ฟิลิปปินส์,0.0,0.0,0.0,28656.9878,1024430.0
2024,5,export,JP,JAPAN,ญี่ปุ่น,0.0,0.0,0.0,53496.8461,1853104.0
2024,6,export,RU,RUSSIAN FEDERATION,รัสเซีย,852.0,851999.9944,30675067.0,11113999.9999,399439590.0
2024,6,export,US,U.S.A.,สหรัฐอเมริกา,12.0,294400.0045,10599460.0,1424512.0385,51135387.0
2024,6,export,LT,LITHUANIA,ลิทัวเนีย,5.0,17172.5883,618275.0,2099800.4883,75224868.0
2024,6,export,HK,HONG KONG,ฮ่องกง,20.0,10047.9675,361763.0,96873.0218,3472505.0
2024,6,export,MY,MALAYSIA,มาเลเซีย,1.0,555.5,20000.0,555.5,20000.0
2024,6,export,IN,INDIA,อินเดีย,0.0,0.0,0.0,1500.0,53622.0
2024,6,export,MM,MYANMAR,เมียนมา,0.0,0.0,0.0,579.7402,20392.0
2024,6,export,KH,CAMBODIA,กัมพูชา,0.0,0.0,0.0,655705.5583,23393483.0
2024,6,export,JP,JAPAN,ญี่ปุ่น,0.0,0.0,0.0,53496.8461,1853104.0
2024,6,export,PH,PHILIPPINES,ฟิลิปปินส์,0.0,0.0,0.0,28656.9878,1024430.0
2024,7,export,PL,POLAND,โปแลนด์,555.0,1817249.9925,66293098.0,1817249.9925,66293098.0
2024,7,export,US,U.S.A.,สหรัฐอเมริกา,27.0,516200.017,18830925.0,1940712.0555,69966312.0
2024,7,export,LT,LITHUANIA,ลิทัวเนีย,45.0,143055.4634,5218649.0,2242855.9517,80443517.0
2024,7,export,CN,CHINA,จีน,1200.0,43350.0092,1581404.0,43350.0092,1581404.0
2024,7,export,PH,PHILIPPINES,ฟิลิปปินส์,19.0,387.9122,14151.0,29044.9,1038581.0
2024,7,export,IN,INDIA,อินเดีย,0.0,0.0,0.0,1500.0,53622.0
2024,7,export,MY,MALAYSIA,มาเลเซีย,0.0,0.0,0.0,555.5,20000.0
2024,7,export,FR,FRANCE,ฝรั่งเศส,0.0,0.0,0.0,1589.0275,58194.0
2024,7,export,JP,JAPAN,ญี่ปุ่น,0.0,0.0,0.0,53496.8461,1853104.0
2024,7,export,KH,CAMBODIA,กัมพูชา,0.0,0.0,0.0,655705.5583,23393483.0
2024,8,export,PL,POLAND,โปแลนด์,300.0,960000.0,34448544.0,2777249.9925,100741642.0
2024,8,export,US,U.S.A.,สหรัฐอเมริกา,27.0,476730.0098,17106932.0,2417442.0653,87073244.0
2024,8,export,RU,RUSSIAN FEDERATION,รัสเซีย,300.0,210000.0,7535619.0,11323999.9999,406975209.0
2024,8,export,KH,CAMBODIA,กัมพูชา,5.0,36361.7109,1304800.0,692067.2692,24698283.0
2024,8,export,LT,LITHUANIA,ลิทัวเนีย,30.0,11160.9942,400500.0,2254016.9459,80844017.0
2024,8,export,HK,HONG KONG,ฮ่องกง,17.0,10589.8188,380004.0,107462.8406,3852509.0
2024,8,export,LA,LAO PDR,สปป. ลาว,1.0,6337.1038,227400.0,6337.1038,227400.0
2024,8,export,NO,NORWAY,นอร์เวย์,8.0,377.6345,13551.0,377.6345,13551.0
2024,8,export,FR,FRANCE,ฝรั่งเศส,0.0,0.0,0.0,1589.0275,58194.0
2024,8,export,JP,JAPAN,ญี่ปุ่น,0.0,0.0,0.0,53496.8461,1853104.0
2024,9,export,RU,RUSSIAN FEDERATION,รัสเซีย,700.0,490000.0,16766477.0,11813999.9999,423741686.0
2024,9,export,PL,POLAND,โปแลนด์,130.0,435499.9956,14901634.0,3212749.9881,115643276.0
2024,9,export,HK,HONG KONG,ฮ่องกง,325.0,289217.7057,9896249.0,396680.5463,13748758.0
2024,9,export,US,U.S.A.,สหรัฐอเมริกา,14.0,264663.6643,9056076.0,2682105.7296,96129320.0
2024,9,export,KH,CAMBODIA,กัมพูชา,3.0,18217.6853,623360.0,710284.9545,25321643.0
2024,9,export,LA,LAO PDR,สปป. ลาว,1.0,5446.0755,186350.0,11783.1793,413750.0
2024,9,export,DE,GERMANY,เยอรมนี,1.0,2630.2484,90000.0,2630.2484,90000.0
2024,9,export,NO,NORWAY,นอร์เวย์,8.0,384.3962,13153.0,762.0307,26704.0
2024,9,export,MV,MALDIVES,มัลดีฟส์,1.0,40.009,1369.0,40.009,1369.0
2024,9,export,JP,JAPAN,ญี่ปุ่น,0.0,0.0,0.0,53496.8461,1853104.0
2024,10,export,RU,RUSSIAN FEDERATION,รัสเซีย,1194.0,1827600.0183,60203886.0,13641600.0182,483945572.0
2024,10,export,PL,POLAND,โปแลนด์,300.0,1020000.0,33600330.0,4232749.9881,149243606.0
2024,10,export,US,U.S.A.,สหรัฐอเมริกา,13.0,343600.0182,11318700.0,3025705.7478,107448020.0
2024,10,export,HK,HONG KONG,ฮ่องกง,126.0,92584.4907,3049872.0,489265.037,16798630.0
2024,10,export,DE,GERMANY,เยอรมนี,2.0,43549.2009,1434576.0,46179.4493,1524576.0
2024,10,export,LA,LAO PDR,สปป. ลาว,1.0,18153.3931,598000.0,29936.5724,1011750.0
2024,10,export,KH,CAMBODIA,กัมพูชา,2.0,12111.1668,398960.0,722396.1213,25720603.0
2024,10,export,GB,UNITED KINGDOM,สหราชอาณาจักร,1.0,1673.9978,55144.0,1673.9978,55144.0
2024,10,export,NO,NORWAY,นอร์เวย์,8.0,388.6587,12803.0,1150.6894,39507.0
2024,10,export,IN,INDIA,อินเดีย,0.0,0.0,0.0,1500.0,53622.0
2024,11,export,RU,RUSSIAN FEDERATION,รัสเซีย,720.0,1676199.9867,55576422.0,15317800.0049,539521994.0
2024,11,export,PL,POLAND,โปแลนด์,300.0,1020000.0,33819324.0,5252749.9881,183062930.0
2024,11,export,US,U.S.A.,สหรัฐอเมริกา,12.0,165860.0201,5499288.0,3191565.7679,112947308.0
2024,11,export,JP,JAPAN,ญี่ปุ่น,1.0,72624.9992,2407969.0,126121.8453,4261073.0
2024,11,export,ID,INDONESIA,อินโดนีเซีย,1.0,60432.7396,2003720.0,60432.7396,2003720.0
2024,11,export,SG,SINGAPORE,สิงคโปร์,501.0,35057.787,1162383.0,110561.4337,3867505.0
2024,11,export,HK,HONG KONG,ฮ่องกง,25.0,10365.3917,343677.0,499630.4287,17142307.0
2024,11,export,GB,UNITED KINGDOM,สหราชอาณาจักร,0.0,0.0,0.0,1673.9978,55144.0
2024,11,export,KH,CAMBODIA,กัมพูชา,0.0,0.0,0.0,722396.1213,25720603.0
2024,11,export,DE,GERMANY,เยอรมนี,0.0,0.0,0.0,46179.4493,1524576.0
2024,12,export,RU,RUSSIAN FEDERATION,รัสเซีย,4722.0,9404299.9525,324023274.0,24722099.9574,863545268.0
2024,12,export,CN,CHINA,จีน,2050.0,517585.0099,17833288.0,560935.0191,19414692.0
2024,12,export,PL,POLAND,โปแลนด์,100.0,340000.0,11714632.0,5592749.9881,194777562.0
2024,12,export,US,U.S.A.,สหรัฐอเมริกา,3.0,90389.9892,3114369.0,3281955.7571,116061677.0
2024,12,export,DE,GERMANY,เยอรมนี,1.0,10399.4219,358310.0,56578.8712,1882886.0
2024,12,export,KR,S. KOREA,เกาหลีใต้,1.0,6800.0104,234293.0,6800.0104,234293.0
2024,12,export,GB,UNITED KINGDOM,สหราชอาณาจักร,0.0,0.0,0.0,1673.9978,55144.0
2024,12,export,KH,CAMBODIA,กัมพูชา,0.0,0.0,0.0,722396.1213,25720603.0
2024,12,export,HK,HONG KONG,ฮ่องกง,0.0,0.0,0.0,499630.4287,17142307.0
2024,12,export,ID,INDONESIA,อินโดนีเซีย,0.0,0.0,0.0,60432.7396,2003720.0
2025,1,export,RU,RUSSIAN FEDERATION,รัสเซีย,2427.0,5917958.0088,201901198.0,5917958.0088,201901198.0
2025,1,export,PL,POLAND,โปแลนด์,200.0,680000.0,23199356.0,680000.0,23199356.0
2025,1,export,US,U.S.A.,สหรัฐอเมริกา,24.0,556650.0279,18991062.0,556650.0279,18991062.0
2025,1,export,CN,CHINA,จีน,532.0,41571.4884,1418282.0,41571.4884,1418282.0
2025,1,export,DE,GERMANY,เยอรมนี,2.0,12813.2556,437146.0,12813.2556,437146.0
2025,1,export,AE,UNITED ARAB EMIRATES,สหรัฐอาหรับเอมิเรตส์,1.0,1199.9988,40940.0,1199.9988,40940.0
2025,2,export,RU,RUSSIAN FEDERATION,รัสเซีย,2718.0,4979384.9984,169015265.0,10897343.0072,370916463.0
2025,2,export,US,U.S.A.,สหรัฐอเมริกา,37.0,534650.0015,18147625.0,1091300.0294,37138687.0
2025,2,export,CH,SWITZERLAND,สวิตเซอร์แลนด์,1.0,32562.4135,1105266.0,32562.4135,1105266.0
2025,2,export,KH,CAMBODIA,กัมพูชา,408.0,18869.9879,640504.0,18869.9879,640504.0
2025,2,export,HK,HONG KONG,ฮ่องกง,29.0,7985.3282,271046.0,7985.3282,271046.0
2025,2,export,AE,UNITED ARAB EMIRATES,สหรัฐอาหรับเอมิเรตส์,0.0,0.0,0.0,1199.9988,40940.0
2025,2,export,DE,GERMANY,เยอรมนี,0.0,0.0,0.0,12813.2556,437146.0
2025,2,export,CN,CHINA,จีน,0.0,0.0,0.0,41571.4884,1418282.0
2025,2,export,PL,POLAND,โปแลนด์,0.0,0.0,0.0,680000.0,23199356.0
2025,3,export,RU,RUSSIAN FEDERATION,รัสเซีย,1935.0,61906320.9173,2070710719.0,72803663.9245,2441627182.0
2025,3,export,US,U.S.A.,สหรัฐอเมริกา,21.0,427650.0115,14304508.0,1518950.0409,51443195.0
2025,3,export,PL,POLAND,โปแลนด์,70.0,304500.0015,10185251.0,984500.0015,33384607.0
2025,3,export,DE,GERMANY,เยอรมนี,14.0,75383.7621,2521519.0,88197.0177,2958665.0
2025,3,export,IR,IRAN,อิหร่าน,145.0,11324.9983,378811.0,11324.9983,378811.0
2025,3,export,AE,UNITED ARAB EMIRATES,สหรัฐอาหรับเอมิเรตส์,0.0,0.0,0.0,1199.9988,40940.0
2025,3,export,CH,SWITZERLAND,สวิตเซอร์แลนด์,0.0,0.0,0.0,32562.4135,1105266.0
2025,3,export,CN,CHINA,จีน,0.0,0.0,0.0,41571.4884,1418282.0
2025,3,export,HK,HONG KONG,ฮ่องกง,0.0,0.0,0.0,7985.3282,271046.0
2025,3,export,KH,CAMBODIA,กัมพูชา,0.0,0.0,0.0,18869.9879,640504.0
2025,4,export,PL,POLAND,โปแลนด์,106.0,1022099.9908,34210811.0,2006599.9923,67595418.0
2025,4,export,US,U.S.A.,สหรัฐอเมริกา,47.0,651750.0172,21814790.0,2170700.0581,73257985.0
2025,4,export,RU,RUSSIAN FEDERATION,รัสเซีย,8.0,123080.0004,4119623.0,72926743.9249,2445746805.0
2025,4,export,SG,SINGAPORE,สิงคโปร์,13.0,6759.8018,226258.0,6759.8018,226258.0
2025,4,export,CH,SWITZERLAND,สวิตเซอร์แลนด์,0.0,0.0,0.0,32562.4135,1105266.0
2025,4,export,DE,GERMANY,เยอรมนี,0.0,0.0,0.0,88197.0177,2958665.0
2025,4,export,CN,CHINA,จีน,0.0,0.0,0.0,41571.4884,1418282.0
2025,4,export,HK,HONG KONG,ฮ่องกง,0.0,0.0,0.0,7985.3282,271046.0
2025,4,export,IR,IRAN,อิหร่าน,0.0,0.0,0.0,11324.9983,378811.0
2025,4,export,KH,CAMBODIA,กัมพูชา,0.0,0.0,0.0,18869.9879,640504.0
2025,5,export,RU,RUSSIAN FEDERATION,รัสเซีย,383.0,1672529.7284,55247671.0,74599273.6533,2500994476.0
2025,5,export,PL,POLAND,โปแลนด์,206.0,1172000.006,38713973.0,3178599.9983,106309391.0
2025,5,export,US,U.S.A.,สหรัฐอเมริกา,35.0,461771.9874,15253437.0,2632472.0455,88511422.0
2025,5,export,DE,GERMANY,เยอรมนี,59.0,89523.4982,2957176.0,177720.5159,5915841.0
2025,5,export,SG,SINGAPORE,สิงคโปร์,1.0,23588.7492,779193.0,30348.551,1005451.0
2025,5,export,AE,UNITED ARAB EMIRATES,สหรัฐอาหรับเอมิเรตส์,6.0,19693.9974,650540.0,20893.9962,691480.0
2025,5,export,HK,HONG KONG,ฮ่องกง,32.0,12117.1939,400260.0,20102.5221,671306.0
2025,5,export,NG,NIGERIA,ไนจีเรีย,1.0,10000.0,330324.0,10000.0,330324.0
2025,5,export,JP,JAPAN,ญี่ปุ่น,125.0,781.4449,25813.0,781.4449,25813.0
2025,5,export,IR,IRAN,อิหร่าน,0.0,0.0,0.0,11324.9983,378811.0
2025,6,export,RU,RUSSIAN FEDERATION,รัสเซีย,21646.0,13177101.3501,431664710.0,87776375.0034,2932659186.0
2025,6,export,US,U.S.A.,สหรัฐอเมริกา,73.0,1071095.0068,35087680.0,3703567.0523,123599102.0
2025,6,export,PL,POLAND,โปแลนด์,100.0,420000.0,13758654.0,3598599.9983,120068045.0
2025,6,export,AT,AUSTRIA,ออสเตรีย,2.0,335907.1026,11003880.0,335907.1026,11003880.0
2025,6,export,SG,SINGAPORE,สิงคโปร์,8.0,13902.4137,455425.0,44250.9647,1460876.0
2025,6,export,NL,NETHERLANDS,เนเธอร์แลนด์,1.0,5799.986,190000.0,5799.986,190000.0
2025,6,export,LA,LAO PDR,สปป. ลาว,1.0,1043.9975,34200.0,1043.9975,34200.0
2025,6,export,CH,SWITZERLAND,สวิตเซอร์แลนด์,0.0,0.0,0.0,32562.4135,1105266.0
2025,6,export,HK,HONG KONG,ฮ่องกง,0.0,0.0,0.0,20102.5221,671306.0
2025,6,export,IR,IRAN,อิหร่าน,0.0,0.0,0.0,11324.9983,378811.0
2025,7,export,RU,RUSSIAN FEDERATION,รัสเซีย,17334.0,4509101.6704,146461935.0,92285476.6738,3079121121.0
2025,7,export,US,U.S.A.,สหรัฐอเมริกา,48.0,632425.9423,20542080.0,4335992.9946,144141182.0
2025,7,export,PL,POLAND,โปแลนด์,110.0,484000.0123,15720998.0,4082600.0106,135789043.0
2025,7,export,DE,GERMANY,เยอรมนี,16.0,83820.7405,2722615.0,261541.2564,8638456.0
2025,7,export,CH,SWITZERLAND,สวิตเซอร์แลนด์,1.0,28190.7184,915674.0,60753.1319,2020940.0
2025,7,export,SG,SINGAPORE,สิงคโปร์,15.0,27678.7331,899044.0,71929.6978,2359920.0
2025,7,export,CA,CANADA,แคนาดา,1.0,24427.0259,793424.0,24427.0259,793424.0
2025,7,export,LA,LAO PDR,สปป. ลาว,1.0,2820.6912,91620.0,3864.6887,125820.0
2025,7,export,KH,CAMBODIA,กัมพูชา,0.0,0.0,0.0,18869.9879,640504.0
2025,7,export,HK,HONG KONG,ฮ่องกง,0.0,0.0,0.0,20102.5221,671306.0
2025,8,export,RU,RUSSIAN FEDERATION,รัสเซีย,6206.0,14489351.8368,464302586.0,106774828.5106,3543423707.0
2025,8,export,PL,POLAND,โปแลนด์,278.0,1106199.9913,35447515.0,5188800.0019,171236558.0
2025,8,export,US,U.S.A.,สหรัฐอเมริกา,383.0,657887.9617,21081625.0,4993880.9563,165222807.0
2025,8,export,ID,INDONESIA,อินโดนีเซีย,1.0,21500.0125,688955.0,21500.0125,688955.0
2025,8,export,NG,NIGERIA,ไนจีเรีย,1.0,10000.0,320444.0,20000.0,650768.0
2025,8,export,SG,SINGAPORE,สิงคโปร์,14.0,1337.5192,42860.0,73267.217,2402780.0
2025,8,export,HK,HONG KONG,ฮ่องกง,1.0,99.9863,3204.0,20202.5084,674510.0
2025,8,export,JP,JAPAN,ญี่ปุ่น,0.0,0.0,0.0,781.4449,25813.0
2025,8,export,CA,CANADA,แคนาดา,0.0,0.0,0.0,24427.0259,793424.0
2025,8,export,DE,GERMANY,เยอรมนี,0.0,0.0,0.0,261541.2564,8638456.0
2025,9,export,RU,RUSSIAN FEDERATION,รัสเซีย,3364.0,10283351.7753,332335306.0,117058180.2859,3875759013.0
2025,9,export,PL,POLAND,โปแลนด์,254.0,1021299.0055,33006137.0,6210099.0074,204242695.0
2025,9,export,US,U.S.A.,สหรัฐอเมริกา,83.0,788588.3012,25485439.0,5782469.2575,190708246.0
2025,9,export,DE,GERMANY,เยอรมนี,18.0,128987.7715,4168601.0,390529.0279,12807057.0
2025,9,export,HK,HONG KONG,ฮ่องกง,586.0,46055.734,1488420.0,66258.2424,2162930.0
2025,9,export,GR,GREECE,กรีซ,1.0,30942.7003,1000000.0,30942.7003,1000000.0
2025,9,export,SG,SINGAPORE,สิงคโปร์,8.0,9600.0037,310251.0,82867.2207,2713031.0
2025,9,export,CN,CHINA,จีน,0.0,0.0,0.0,41571.4884,1418282.0
2025,9,export,IR,IRAN,อิหร่าน,0.0,0.0,0.0,11324.9983,378811.0
2025,9,export,CA,CANADA,แคนาดา,0.0,0.0,0.0,24427.0259,793424.0
2025,10,export,RU,RUSSIAN FEDERATION,รัสเซีย,3506.0,7394126.6171,233426662.0,124452306.903,4109185675.0
2025,10,export,PL,POLAND,โปแลนด์,488.0,1903200.0178,60082502.0,8113299.0252,264325197.0
2025,10,export,US,U.S.A.,สหรัฐอเมริกา,84.0,984857.1393,31091152.0,6767326.3968,221799398.0
2025,10,export,DE,GERMANY,เยอรมนี,24.0,105461.2724,3329328.0,495990.3003,16136385.0
2025,10,export,MM,MYANMAR,เมียนมา,3.0,13499.9937,426184.0,13499.9937,426184.0
2025,10,export,ID,INDONESIA,อินโดนีเซีย,0.0,0.0,0.0,21500.0125,688955.0
2025,10,export,CN,CHINA,จีน,0.0,0.0,0.0,41571.4884,1418282.0
2025,10,export,CA,CANADA,แคนาดา,0.0,0.0,0.0,24427.0259,793424.0
2025,10,export,IR,IRAN,อิหร่าน,0.0,0.0,0.0,11324.9983,378811.0
2025,10,export,GR,GREECE,กรีซ,0.0,0.0,0.0,30942.7003,1000000.0
2025,11,export,US,U.S.A.,สหรัฐอเมริกา,79.0,990453.5196,32125558.0,7757779.9164,253924956.0
2025,11,export,AE,UNITED ARAB EMIRATES,สหรัฐอาหรับเอมิเรตส์,8.0,237500.0,7703360.0,258393.9962,8394840.0
2025,11,export,PL,POLAND,โปแลนด์,862.0,217800.0136,7064387.0,8331099.0388,271389584.0
2025,11,export,RU,RUSSIAN FEDERATION,รัสเซีย,6357.0,122483.0123,3972761.0,124574789.9153,4113158436.0
2025,11,export,MT,MALTA,มอลตา,1.0,26932.7767,873570.0,26932.7767,873570.0
2025,11,export,MX,MEXICO,เม็กซิโก,1.0,15544.9943,504205.0,15544.9943,504205.0
2025,11,export,HK,HONG KONG,ฮ่องกง,30.0,9000.0062,291917.0,75258.2486,2454847.0
2025,11,export,ID,INDONESIA,อินโดนีเซีย,1.0,6999.9877,227046.0,28500.0002,916001.0
2025,11,export,DE,GERMANY,เยอรมนี,31.0,2930.7357,95059.0,498921.036,16231444.0
2025,11,export,CI,IVORY COAST,โกตดิวัวร์,3.0,1470.6245,47700.0,1470.6245,47700.0
2025,12,export,RU,RUSSIAN FEDERATION,รัสเซีย,8543.0,7513638.9673,241888082.0,132088428.8826,4355046518.0
