_ปีงบ,_หมวด,รหัสโครงการ,ชื่อโครงการ,ชื่อประเภทโครงการ,ชื่อหน่วยงาน,ชื่อหน่วยงานย่อย,กลุ่มวิธีจัดซื้อฯ,วันที่ประกาศ,งบประมาณ(บาท),ราคากลาง(บาท),ราคาตกลงซื้อ/จ้าง,จังหวัด,เขต/อำเภอ,สถานะโครงการ,เลขนิติบุคคล,ชื่อผู้ชนะ,เลขนิติบุคคล_ใช้ได้,_ผู้ชนะ_ปรับชื่อ,งบสัญญา(บาท),สถานะสัญญา,_คำที่พบ,_ไฟล์
2567,โดรน,67019316706,ซื้อโดรน พร้อมรีโมท พร้อมจอขนาดไม่น้อยกว่า ๕.๕ นิ้ว  จำนวน ๑ ชุด (ฝ่ายพัฒนาและจัดเก็บรายได้ กองคลัง) โดยวิธีเฉพาะเจาะจง,ซื้อ,องค์การบริหารส่วนตำบลบึงคำพร้อย,องค์การบริหารส่วนตำบลบึงคำพร้อย,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,59700.0,59700.0,59500.0,ปทุมธานี,ลำลูกกา,ระหว่างดำเนินการ,1.35561E+11,บริษัท ธนชาต มอเตอร์ จำกัด,False,ธนชาต มอเตอร์,59500,ระหว่างดำเนินการ,โดรน,2567-cgd-contract-3.csv
2567,โดรน,67019049419,จ้างปรับปรุงแผนที่ภาษีและทะเบียนทรัพย์สิน โดยการใช้อากาศยานไร้คนขับ Drone ประจำปีงบประมาณ ๒๕๖๗ โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,องค์การบริหารส่วนตำบลแม่เย็น,องค์การบริหารส่วนตำบลแม่เย็น,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,60000.0,60000.0,60000.0,เชียงราย,พาน,สิ้นสุดสัญญา,5.03566E+11,ห้างหุ้นส่วนจำกัด อัลฟา เทคโนโลยี ดีเวลลอปเปอร์,False,อัลฟา เทคโนโลยี ดีเวลลอปเปอร์,60000,สิ้นสุดสัญญา,drone,2567-cgd-contract-3.csv
2567,โดรน,67059183740,จ้างเหมาซ่อมแซมและเปลี่ยนอะไหล่โดรน จำนวน ๑ เครื่อง โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,องค์การบริหารส่วนจังหวัดนครนายก,องค์การบริหารส่วนจังหวัดนครนายก,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,58800.0,58800.0,58800.0,นครนายก,เมืองนครนายก,ระหว่างดำเนินการ,1.33551E+11,ห้างหุ้นส่วนจำกัด คูโบต้านครนายก 2,False,คูโบต้านครนายก 2,58800,ระหว่างดำเนินการ,โดรน,2567-cgd-contract-3.csv
2567,โดรน,67059227720,จ้างซ่อมแซมครุภัณฑ์โฆษณาและเผยแพร่(โดรน) โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,องค์การบริหารส่วนตำบลแม่ตื่น,องค์การบริหารส่วนตำบลแม่ตื่น,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,58850.0,58850.0,58850.0,เชียงใหม่,เมืองเชียงใหม่,ระหว่างดำเนินการ,6.33538E+11,ห้างหุ้นส่วนจำกัด ตากคอมพิวเตอร์,False,ตากคอมพิวเตอร์,58850,ระหว่างดำเนินการ,โดรน,2567-cgd-contract-3.csv
2567,โดรน,67099710382,ซื้อโดรน(อากาศยานไร้คนขับ) โดยวิธีเฉพาะเจาะจง,ซื้อ,องค์การบริหารส่วนตำบลวังหมัน,องค์การบริหารส่วนตำบลวังหมัน,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,59000.0,59000.0,59000.0,ตาก,สามเงา,ระหว่างดำเนินการ,6.33538E+11,ห้างหุ้นส่วนจำกัด ตากคอมพิวเตอร์,False,ตากคอมพิวเตอร์,59000,ระหว่างดำเนินการ,โดรน,2567-cgd-contract-3.csv
2567,โดรน,66129162425,ซื้อแบตเตอรี่ สำหรับโดรน DJI Mavic 2 Intelligent Fight และอื่นๆ จำนวน 2 รายการ โดยวิธีเฉพาะเจาะจง,ซื้อ,กรมชลประทาน,สำนักชลประทานที่ 12 กรมชลประทาน ชัยนาท,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,58500.0,58500.0,58500.0,ชัยนาท,สรรพยา,สิ้นสุดสัญญา,173990061xxxx,สราญชล,True,สราญชล,58500,สิ้นสุดสัญญา,โดรน,2567-cgd-contract-3.csv
2567,โดรน,66119395196,ซื้ออากาศยานไร้คนขับ (Drone) พร้อมอุปกรณ์ จำนวน ๑ ชุด โดยวิธีเฉพาะเจาะจง,ซื้อ,เทศบาลเมืองวังน้ำเย็น,เทศบาลเมืองวังน้ำเย็น,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,56900.0,56900.0,56900.0,สระแก้ว,วังน้ำเย็น,ระหว่างดำเนินการ,110070167xxxx,ร้านรัตติพร,True,ร้านรัตติพร,56900,ระหว่างดำเนินการ,drone,2567-cgd-contract-3.csv
2567,โดรน,67019347642,จ้างเหมาบริการจัดกิจกรรมการใช้งานโดรนขนาดเล็ก ของนักเรียนชั้นมัธยมศึกษาปีที่ 1 โครงการห้องเรียนพิเศษ SMEP โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,โรงเรียนโยธินบำรุง,โรงเรียนโยธินบำรุง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,55500.0,55500.0,55500.0,นครศรีธรรมราช,เมืองนครศรีธรรมราช,ระหว่างดำเนินการ,9.25547E+11,บริษัท คริสตัล รีเสริช จำกัด,False,คริสตัล รีเสริช,55500,ระหว่างดำเนินการ,โดรน,2567-cgd-contract-3.csv
2567,โดรน,67049359628,ซื้อครุภัณฑ์โฆษณาและเผยแพร่(โดรน) จำนวน ๑ เครื่อง โดยวิธีเฉพาะเจาะจง,ซื้อ,องค์การบริหารส่วนตำบลโดมประดิษฐ์,องค์การบริหารส่วนตำบลโดมประดิษฐ์,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,55000.0,55000.0,55000.0,อุบลราชธานี,เมืองอุบลราชธานี,ระหว่างดำเนินการ,3.43536E+11,ห้างหุ้นส่วนจำกัด ล้ำฟ้า โอเอ แอนด์ สเตชั่นเนอรี่,False,ล้ำฟ้า โอเอ แอนด์ สเตชั่นเนอรี่,55000,ระหว่างดำเนินการ,โดรน,2567-cgd-contract-3.csv
2567,โดรน,66109251186,ซื้อครุภัณฑ์โฆษณาและเผยแพร่ อากาศยานไร้คนขับพร้อมอุปกรณ์ โดยวิธีเฉพาะเจาะจง,ซื้อ,เทศบาลตำบลนครไทย,เทศบาลตำบลนครไทย,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,55000.0,55000.0,55000.0,พิษณุโลก,นครไทย,ระหว่างดำเนินการ,6.55562E+11,บริษัท เอฟ แอนด์ เอฟ ซิสเต็ม เซอร์วิส จำกัด,False,เอฟ แอนด์ เอฟ ซิสเต็ม เซอร์วิส,55000,ระหว่างดำเนินการ,อากาศยานไร้คนขับ,2567-cgd-contract-3.csv
2567,โดรน,66109221009,ซื้อครุภัณฑ์โฆษณาและเผยแพร่ อากาศยานไร้คนขับพร้อมอุปกรณ์ โดยวิธีเฉพาะเจาะจง,ซื้อ,เทศบาลตำบลนครไทย,เทศบาลตำบลนครไทย,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,55000.0,55000.0,55000.0,พิษณุโลก,นครไทย,ระหว่างดำเนินการ,6.55562E+11,บริษัท เอฟ แอนด์ เอฟ ซิสเต็ม เซอร์วิส จำกัด,False,เอฟ แอนด์ เอฟ ซิสเต็ม เซอร์วิส,55000,ระหว่างดำเนินการ,อากาศยานไร้คนขับ,2567-cgd-contract-3.csv
2567,โดรน,67049244810,ซื้ออากาศยานไร้คนขับสำหรับถ่ายภาพทางอากาศ โดยวิธีเฉพาะเจาะจง,ซื้อ,เทศบาลเมืองสิงหนคร,เทศบาลเมืองสิงหนคร,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,55094.3,55094.3,55094.3,สงขลา,สิงหนคร,ระหว่างดำเนินการ,9.05524E+11,บริษัท เจียคัลเลอร์แลบ จำกัด,False,เจียคัลเลอร์แลบ,55094.3,ระหว่างดำเนินการ,อากาศยานไร้คนขับ,2567-cgd-contract-3.csv
2567,โดรน,67089613812,ซื้อวัสดุในการดำเนินโครงการ TK studio Library (โดรน Air3) จำนวน 1 ชุด  โดยวิธีเฉพาะเจาะจง,ซื้อ,โรงเรียนบ้านต้นแก้ว,โรงเรียนต้นแก้วผดุงพิทยาลัย,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,55093.0,55093.0,55093.0,เชียงใหม่,หางดง,ระหว่างดำเนินการ,1.05556E+11,บริษัท หนึ่งสาม สโตร์  จำกัด,False,หนึ่งสาม สโตร์,55093,ระหว่างดำเนินการ,โดรน,2567-cgd-contract-3.csv
2567,โดรน,67059182669,เช่าอากาศยานไร้คนขับ (DRONE) อุปกรณ์ควบคุม เเละ SOFTWARE ควบคุมการบิน พร้อมอุปรณ์ โดยวิธีเฉพาะเจาะจง,เช่า,องค์การบริหารส่วนตำบลบ้านใหม่,องค์การบริหารส่วนตำบลบ้านใหม่,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,55000.0,55000.0,55000.0,กาญจนบุรี,เมืองกาญจนบุรี,ระหว่างดำเนินการ,5.03566E+11,ห้างหุ้นส่วนจำกัด อัลฟา เทคโนโลยี ดีเวลลอปเปอร์,False,อัลฟา เทคโนโลยี ดีเวลลอปเปอร์,55000,ระหว่างดำเนินการ,drone,2567-cgd-contract-3.csv
2567,โดรน,67059288411,ซื้อน้ำมันดีเซลสำหรับเครื่องยนต์หมุนเร็ว มอก.1267-2544 จำนวน 1 รายการ เลขที่ พด.973/2567 ศศพ. ลงวันที่ 14 พฤษภาคม 2567 โครงการลาดตระเวนป้องกันและควบคุมไฟป่าโดยใช้เทคโนโลยีอากาศยานไร้คนขับ (Drone) โดยวิธีเฉพาะเจาะจง,ซื้อ,กรมชลประทาน,ศูนย์ศึกษาฯ ห้วยฮ่องไคร้ (เชียงใหม่) กรมชลประทาน,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,54723.0,55100.0,54723.0,เชียงใหม่,ดอยสะเก็ด,ระหว่างดำเนินการ,5.05538E+11,บริษัท เชียงใหม่ ลักษณพงษ์ จำกัด,False,เชียงใหม่ ลักษณพงษ์,54723,ระหว่างดำเนินการ,drone,2567-cgd-contract-3.csv
2567,โดรน,67089425287,จ้างซ่อมโดรน  โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,กรมการข้าว,ศูนย์เมล็ดพันธุ์ข้าวขอนแก่น กรมการข้าว,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,55000.0,55000.0,55000.0,ขอนแก่น,เมืองขอนแก่น,สิ้นสุดสัญญา,1.05566E+11,บริษัท ตูนโอเชี่ยน จำกัด,False,ตูนโอเชี่ยน,55000,สิ้นสุดสัญญา,โดรน,2567-cgd-contract-3.csv
2567,โดรน,67049275161,ซื้อจัดซื้อครุภัณฑ์โฆษณาและเผยแพร่ (โดรนบันทึกภาพมุมสูง พร้อมแบตเตอรี่) โดยวิธีเฉพาะเจาะจง,ซื้อ,เทศบาลตำบลตะเคียนเตี้ย,เทศบาลตำบลตะเคียนเตี้ย,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,54000.0,54000.0,54000.0,ชลบุรี,บางละมุง,ระหว่างดำเนินการ,2.13561E+11,ห้างหุ้นส่วนจำกัด แอท ไฮเทคโนโลยี,False,แอท ไฮเทคโนโลยี,54000,ระหว่างดำเนินการ,โดรน,2567-cgd-contract-4.csv
2567,โดรน,67049260493,ซื้ออากาศยานไร้คนขับ (โดรน) ยี่ห้อ DJI รุ่น Air 3 Fly More Combo (DJI RC 2) สีเทา (Gray) น้ำหนัก 720 กรัม ขนาด 25.88x32.6x10.58 เซนติเมตร อาคาร 50A สำนักงานคณบดี คณะเทคโนโลยีอุตสาหกรรม โดยวิธีเฉพาะเจาะจง,ซื้อ,มหาวิทยาลัยราชภัฏพระนคร,คณะเทคโนโลยีอุตสาหกรรม,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,53989.0,53989.0,53989.0,กรุงเทพมหานคร,บางเขน,สิ้นสุดสัญญา,3.43536E+11,ห้างหุ้นส่วนจำกัด อุบลคอมพิวเตอร์ แอนด์ เทเลคอมเซอร์วิส,False,อุบลคอมพิวเตอร์ แอนด์ เทเลคอมเซอร์วิส,53989,สิ้นสุดสัญญา,โดรน,2567-cgd-contract-4.csv
2567,โดรน,67089550255,ซื้อครุภัณฑ์โฆษณาและเผยแพร่ โดรน   จำนวน  ๑  ชุด  ตามรายละเอียดและคุณลักษณะที่ อบต.เกาะเกร็ด กำหนด โดยวิธีเฉพาะเจาะจง,ซื้อ,องค์การบริหารส่วนตำบลเกาะเกร็ด,องค์การบริหารส่วนตำบลเกาะเกร็ด,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,65000.0,65000.0,53793.0,นนทบุรี,เมืองนนทบุรี,ระหว่างดำเนินการ,1.05556E+11,บริษัท หนึ่งสาม สโตร์  จำกัด,False,หนึ่งสาม สโตร์,53793,ระหว่างดำเนินการ,โดรน,2567-cgd-contract-4.csv
2567,โดรน,67089177189,ซื้อแบตเตอรี่สำหรับอากาศยานไร้คนขับ โดยวิธีเฉพาะเจาะจง,ซื้อ,กรมควบคุมมลพิษ,กรมควบคุมมลพิษ,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,52100.0,52002.0,52002.0,กรุงเทพมหานคร,ไม่ระบุ,ระหว่างดำเนินการ,1.05562E+11,บริษัท ไทย จี แอนด์ เอส เอ็นจิเนียริ่ง จำกัด,False,ไทย จี แอนด์ เอส เอ็นจิเนียริ่ง,52002,ระหว่างดำเนินการ,อากาศยานไร้คนขับ,2567-cgd-contract-4.csv
2567,โดรน,67099465424,จ้างซ่อมเครื่องถ่ายภาพทางอากาศ (โดรน) โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,กรมชลประทาน,สำนักงานก่อสร้างชลประทานขนาดใหญ่ที่ 4,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,52055.5,52055.5,52055.5,อุตรดิตถ์,เมืองอุตรดิตถ์,สิ้นสุดสัญญา,1.05565E+11,บริษัท ทีไอ โกลบอล เทคโนโลยี จำกัด,False,ทีไอ โกลบอล เทคโนโลยี,52055.5,สิ้นสุดสัญญา,โดรน,2567-cgd-contract-4.csv
2567,โดรน,67029455550,ซื้อครุภัณฑ์โฆษณาและเผยแพร่ ประเภท โดรน (อากาศยานไร้คนขับ) จำนวน 1 ชุด โดยวิธีเฉพาะเจาะจง,ซื้อ,องค์การบริหารส่วนตำบลท่ากระดาน,องค์การบริหารส่วนตำบลท่ากระดาน,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,51990.0,51990.0,51990.0,กาญจนบุรี,เมืองกาญจนบุรี,สิ้นสุดสัญญา,1.05556E+11,บริษัท หนึ่งสาม สโตร์  จำกัด,False,หนึ่งสาม สโตร์,51990,สิ้นสุดสัญญา,โดรน,2567-cgd-contract-4.csv
2567,โดรน,67089380450,ซื้ออากาศยานไร้คนขับ (Drone) พร้อมอุปกรณ์  จำนวน  ๑  เครื่อง โดยวิธีเฉพาะเจาะจง,ซื้อ,เทศบาลตำบลไชยปราการ,เทศบาลตำบลไชยปราการ,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,51500.0,51500.0,51500.0,เชียงใหม่,ไชยปราการ,ระหว่างดำเนินการ,350090050xxxx,ร้านคลีนิคคอม อินโฟร์ เซอร์วิส,True,ร้านคลีนิคคอม อินโฟร์ เซอร์วิส,51500,ระหว่างดำเนินการ,drone,2567-cgd-contract-4.csv
2567,ต่อต้านโดรน,66119332062,จ้างซ่อมบำรุงรถระบบต่อต้านอากาศยานไร้คนขับ ของ สอ.รฝ. ประจำปี จำนวน ๑ งาน โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,กองทัพเรือ,กรมอิเล็กทรอนิกส์ทหารเรือ กรุงเทพฯ,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,50600.0,50200.0,50183.0,สมุทรปราการ,พระสมุทรเจดีย์,ระหว่างดำเนินการ,1.1356E+11,ห้างหุ้นส่วนจำกัด ดีดีการช่าง(2000),False,ดีดีการช่าง(2000),50183,ระหว่างดำเนินการ,อากาศยานไร้คนขับ,2567-cgd-contract-4.csv
2567,โดรน,67039054424,ซื้อโดรน โดยวิธีเฉพาะเจาะจง,ซื้อ,วิทยาลัยเทคนิคปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,50802.0,50802.0,50802.0,ปราจีนบุรี,เมืองปราจีนบุรี,ระหว่างดำเนินการ,1.25547E+11,บริษัท พาราโบล่า จำกัด,False,พาราโบล่า,50802,ระหว่างดำเนินการ,โดรน,2567-cgd-contract-4.csv
2567,โดรน,67039258755,ซื้อครุภัณฑ์โฆษณาและเผยแพร่ เครื่องถ่ายภาพอากาศยานไร้คนขับ (โดรน) โดยวิธีเฉพาะเจาะจง,ซื้อ,เทศบาลตำบลป่าตันนาครัว,เทศบาลตำบลป่าตันนาคร,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,50000.0,50000.0,50000.0,ลำปาง,เมืองลำปาง,ระหว่างดำเนินการ,152010117xxxx,ไอที-ซาวด์,True,ไอที-ซาวด์,50000,ระหว่างดำเนินการ,โดรน,2567-cgd-contract-4.csv
2567,โดรน,67099113830,ซื้อซื้ออากาศยานไร้คนขับ จำนวน 1 ชุด โดยวิธีเฉพาะเจาะจง,ซื้อ,องค์การบริหารส่วนตำบลสี่ขีด,องค์การบริหารส่วนตำบลสี่ขีด,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,50000.0,50000.0,50000.0,นครศรีธรรมราช,เมืองนครศรีธรรมราช,ระหว่างดำเนินการ,1.05556E+11,บริษัท หนึ่งสาม สโตร์  จำกัด,False,หนึ่งสาม สโตร์,50000,ระหว่างดำเนินการ,อากาศยานไร้คนขับ,2567-cgd-contract-4.csv
2567,โดรน,67099081360,ซื้ออากาศยานไร้คนขับ (Drone) จำนวน 1 ชุด โดยวิธีเฉพาะเจาะจง,ซื้อ,องค์การบริหารส่วนตำบลหนองหลัก,องค์การบริหารส่วนตำบลหนองหลัก,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,50000.0,50000.0,50000.0,อุดรธานี,เมืองอุดรธานี,ระหว่างดำเนินการ,141080003xxxx,แกรมเซอร์วิส,True,แกรมเซอร์วิส,50000,ระหว่างดำเนินการ,drone,2567-cgd-contract-4.csv
2567,โดรน,67089555914,ซื้อวัสดุชุด Smart Robot Car และ ชุด Drone DM107sกิจกรรมจัดซื้อจัดจ้างซ่อมแซมอุปกรณ์วิทยาศาสตร์และปรับปรุงห้องเรียนและห้องปฏิบัติการ โดยวิธีเฉพาะเจาะจง,ซื้อ,โรงเรียนยุพราชวิทยาลัย,โรงเรียนยุพราชวิทยาลัย,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,50000.0,50000.0,50000.0,เชียงใหม่,เมืองเชียงใหม่,ระหว่างดำเนินการ,5.05561E+11,บริษัท เอ็ดดูเคติค คอร์ปอเรชั่น จำกัด,False,เอ็ดดูเคติค คอร์ปอเรชั่น,50000,ระหว่างดำเนินการ,drone,2567-cgd-contract-4.csv
2567,โดรน,67099066425,ซื้อเครื่องมือสำรวจแบบอากาศยานไร้คนขับ (Drone) จำนวน ๑ เครื่อง  โดยวิธีเฉพาะเจาะจง,ซื้อ,องค์การบริหารส่วนตำบลดงขุย,องค์การบริหารส่วนตำบลดงขุย,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,50000.0,50000.0,50000.0,เพชรบูรณ์,ชนแดน,ระหว่างดำเนินการ,6.73555E+11,แอดไวซ์แอนด์เพอร์เฟค,False,แอดไวซ์แอนด์เพอร์เฟค,50000,ระหว่างดำเนินการ,drone,2567-cgd-contract-4.csv
2567,โดรน,67069517605,ซื้อครุภัณฑ์โฆษณาและเผยแพร่ โดรน(อากาศยานไร้คนขับสำหรับถ่ายภาพทางอากาศ) สำนักปลัด  โดยวิธีเฉพาะเจาะจง,ซื้อ,องค์การบริหารส่วนตำบลกายูคละ,องค์การบริหารส่วนตำบลกายูคละ,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,50000.0,50000.0,50000.0,นราธิวาส,เมืองนราธิวาส,ระหว่างดำเนินการ,380130074xxxx,ร้านนราก๊อปปี้ แอนด์ เซอร์วิส,True,ร้านนราก๊อปปี้ แอนด์ เซอร์วิส,50000,ระหว่างดำเนินการ,โดรน,2567-cgd-contract-4.csv
2567,โดรน,67059131324,จ้างเหมา Live สด ขบวนแห่บั้งไฟ จังหวัดยโสธร ประจำปี 2567 กล้องไม่น้อยกว่า 3 ตัว พร้อมโดรน ไม่น้อยกว่า 3 ชม. ตามโครงการการพัฒนาด้านการท่องเที่ยวและบริการ โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,กรมประชาสัมพันธ์,สำนักงานประชาสัมพันธ์จังหวัดยโสธร,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,50000.0,50000.0,50000.0,ยโสธร,เมืองยโสธร,สิ้นสุดสัญญา,335060048xxxx,น.ส.กิ่งดาว  สุวาทิต,True,น.ส.กิ่งดาว สุวาทิต,50000,สิ้นสุดสัญญา,โดรน,2567-cgd-contract-4.csv
2567,โดรน,66119101904,ซื้อครุภัณฑ์โฆษณาและเผยแพร่ รายการอากาศยานไร้คนขับ (โดรน) จำนวน 1 เครื่อง  โดยวิธีเฉพาะเจาะจง,ซื้อ,องค์การบริหารส่วนตำบลเวียง,องค์การบริหารส่วนตำบลเวียง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,50000.0,50000.0,50000.0,เชียงใหม่,เมืองเชียงใหม่,ระหว่างดำเนินการ,350090050xxxx,ร้านคลีนิคคอม อินโฟร์ เซอร์วิส,True,ร้านคลีนิคคอม อินโฟร์ เซอร์วิส,50000,ระหว่างดำเนินการ,โดรน,2567-cgd-contract-4.csv
2567,โดรน,67089621302,ซื้อครุภัณฑ์โฆษณาและเผยแพร่ ประเภท โดรน จำนวน ๑ เครื่อง (กองช่าง) โดยวิธีเฉพาะเจาะจง,ซื้อ,องค์การบริหารส่วนตำบลโป่งแดง,องค์การบริหารส่วนตำบลโป่งแดง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,50000.0,50000.0,50000.0,ตาก,เมืองตาก,ระหว่างดำเนินการ,6.35551E+11,บริษัท สยามเซ็นเตอร์ โอเอ จำกัด,False,สยามเซ็นเตอร์ โอเอ,50000,ระหว่างดำเนินการ,โดรน,2567-cgd-contract-4.csv
2567,โดรน,67019102956,ซื้อครุภัณฑ์โฆษณาและเผยแพร่ จำนวน ๑ รายการ คือ อากาศยานไร้คนขับ จำนวน ๑ ชุด โดยวิธีเฉพาะเจาะจง,ซื้อ,มหาวิทยาลัยราชภัฏอุดรธานี,มหาวิทยาลัยราชภัฏอุดรธานี,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,50000.0,49755.0,49755.0,อุดรธานี,เมืองอุดรธานี,ระหว่างดำเนินการ,1.0552E+11,บริษัท เอส.ดี.เอ็ม. จำกัด,False,เอส.ดี.เอ็ม.,49755,ระหว่างดำเนินการ,อากาศยานไร้คนขับ,2567-cgd-contract-4.csv
2567,โดรน,67019415518,ซื้อครุภัณฑ์สำรวจอากาศยานไร้คนขับสำหรับถ่ายภาพทางอากาศ (Drone) โดยวิธีเฉพาะเจาะจง,ซื้อ,เทศบาลตำบลป่าไผ่,เทศบาลตำบลป่าไผ่,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,50000.0,55293.33,49990.0,เชียงใหม่,สันทราย,สิ้นสุดสัญญา,5.15563E+11,บริษัท ทีเอ็นไอทีแอนด์เทคโนโลยี 999 จำกัด,False,ทีเอ็นไอทีแอนด์เทคโนโลยี 999,49990,สิ้นสุดสัญญา,drone,2567-cgd-contract-4.csv
2567,โดรน,67089224186,ซื้อโดรนพร้อมอุปกรณ์ จำนวน 1 โครงการ โดยวิธีเฉพาะเจาะจง,ซื้อ,องค์การบริหารส่วนตำบลทับปริก,องค์การบริหารส่วนตำบลทับปริก,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,49900.0,49900.0,49900.0,กระบี่,เมืองกระบี่,ระหว่างดำเนินการ,8.13564E+11,ห้างหุ้นส่วนจำกัด หลักเมือง อิเล็กทรอนิกส์,False,หลักเมือง อิเล็กทรอนิกส์,49900,ระหว่างดำเนินการ,โดรน,2567-cgd-contract-4.csv
2567,โดรน,67089263003,ซื้ออากาศยานไร้คนขับ (Drone) จำนวน 1 ลำ โดยวิธีเฉพาะเจาะจง,ซื้อ,โรงเรียนสตรีภูเก็ต,โรงเรียนสตรีภูเก็ต,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,49950.0,49950.0,49950.0,ภูเก็ต,เมืองภูเก็ต,ระหว่างดำเนินการ,8.35539E+11,บริษัท มิสเตอร์คอมพิวเตอร์ แอนด์ คอมมิวนิเคชั่น จำกัด,False,มิสเตอร์คอมพิวเตอร์ แอนด์ คอมมิวนิเคชั่น,49950,ระหว่างดำเนินการ,drone,2567-cgd-contract-4.csv
2567,โดรน,67099392223,ซื้อครุภัณฑ์โฆษณาและเผยแพร่ (โดรนถ่ายภาพ) โดยวิธีเฉพาะเจาะจง,ซื้อ,เทศบาลตำบลอูบมุง,เทศบาลตำบลอูบมุง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,49900.0,49900.0,49900.0,อุดรธานี,หนองวัวซอ,ระหว่างดำเนินการ,141030005xxxx,วีรพันธ์ วรุยาน,True,วีรพันธ์ วรุยาน,49900,ระหว่างดำเนินการ,โดรน,2567-cgd-contract-4.csv
