_ปีงบ,_หมวด,รหัสโครงการ,ชื่อโครงการ,ชื่อประเภทโครงการ,ชื่อหน่วยงาน,ชื่อหน่วยงานย่อย,กลุ่มวิธีจัดซื้อฯ,วันที่ประกาศ,งบประมาณ(บาท),ราคากลาง(บาท),ราคาตกลงซื้อ/จ้าง,จังหวัด,เขต/อำเภอ,สถานะโครงการ,เลขนิติบุคคล,ชื่อผู้ชนะ,เลขนิติบุคคล_ใช้ได้,_ผู้ชนะ_ปรับชื่อ,งบสัญญา(บาท),สถานะสัญญา,_คำที่พบ,_ไฟล์
2565,โดรน,65057360721,ซื้อโครงการจัดซื้ออากาศยานไร้คนขับ (UAV) สำหรับเฝ้าระวังและติดตามการลักลอบตัดไม้และล่าสัตว์ในอุทยานแห่งชาติ โดยวิธีคัดเลือก,ซื้อ,กรมอุทยานแห่งชาติ สัตว์ป่าและพันธุ์พืช,กรมอุทยานแห่งชาติ สัตว์ป่า และพันธุ์พืช กรุงเทพฯ,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,48735000.0,48685000.0,48085800.0,กรุงเทพมหานคร,จตุจักร,ระหว่างดำเนินการ,1.05559E+11,บริษัท ซีอินสไพร์ จำกัด,False,ซีอินสไพร์,48085800,ระหว่างดำเนินการ,อากาศยานไร้คนขับ,2565-cgd-contract-1.csv
2565,โดรน,64127413028,ซื้อระบบอากาศยานไร้คนขับสนับสนุนปฏิบัติการทางยุทธวิธี แบบไฮบริด จำนวน 3 ชุด โดยวิธีคัดเลือก,ซื้อ,สำนักงานตำรวจแห่งชาติ,กองสรรพาวุธ สำนักงานส่งกำลังบำรุง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,20400000.0,20400000.0,20349000.0,กรุงเทพมหานคร,ดุสิต,ระหว่างดำเนินการ,1.05555E+11,บริษัท เอ็นจิเนียริ่ง รีวอร์ด (ประเทศไทย)  จำกัด,False,เอ็นจิเนียริ่ง รีวอร์ด (ประเทศไทย),20349000,ระหว่างดำเนินการ,อากาศยานไร้คนขับ,2565-cgd-contract-1.csv
2565,โดรน,64087696593,ซื้ออากาศยานไร้คนขับตรวจการณ์ระยะไกล (UAV) พร้อมอุปกรณ์และระบบควบคุม จำนวน 4 ลำ โดยวิธีคัดเลือก,ซื้อ,สำนักงานตำรวจแห่งชาติ,กองสรรพาวุธ สำนักงานส่งกำลังบำรุง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,160000000.0,160000000.0,159600000.0,กรุงเทพมหานคร,ดุสิต,ระหว่างดำเนินการ,1.07558E+11,บริษัท อินเตอร์ลิ้งค์ เทเลคอม จำกัด (มหาชน),False,อินเตอร์ลิ้งค์ เทเลคอม,159600000,ระหว่างดำเนินการ,อากาศยานไร้คนขับ,2565-cgd-contract-1.csv
2565,โดรน,64097430761,ซื้อจัดซื้ออากาศยานไร้คนขับ (UAV) ระยะที่ 2 โดยวิธีเฉพาะเจาะจง,ซื้อ,กองทัพเรือ,สำนักงานจัดหายุทโธปกรณ์ทหารเรือ กองทัพเรือ กรุงเทพฯ,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,556100000.0,556100000.0,556099970.3,กรุงเทพมหานคร,บางกอกใหญ่,ระหว่างดำเนินการ,8.99621E+12,บริษัท Schiebel Aircraft GmbH,False,schiebel aircraft gmbh,556099970.3,ระหว่างดำเนินการ,อากาศยานไร้คนขับ,2565-cgd-contract-1.csv
2565,โดรน,64117336729,จ้างสร้างระบบอากาศยานไร้คนขับขนาดกลางเพื่อขยายผลสู่เชิงพาณิชย์ ระยะที่ 4 (จัดสร้างสถานีควบคุมภาคพื้นระบบอากาศยานไร้คนขับขนาดกลางและอุปกรณ์ประกอบที่เกี่ยวข้อง พร้อมติดตั้ง ประกอบรวม และทดสอบ) โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,สถาบันเทคโนโลยีป้องกันประเทศ,สถาบันเทคโนโลยีป้องกันประเทศ,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,295000000.0,295000000.0,294900000.0,นนทบุรี,บางใหญ่,ระหว่างดำเนินการ,1.35545E+11,บริษัท พีวายเอ็น อินเตอร์เนชั่นแนล จำกัด,False,พีวายเอ็น อินเตอร์เนชั่นแนล,294900000,ระหว่างดำเนินการ,อากาศยานไร้คนขับ,2565-cgd-contract-1.csv
2565,โดรน,64127147977,ซื้ออากาศยานไร้คนขับประจำฐานบินชายฝั่ง โดยวิธีคัดเลือก,ซื้อ,กองทัพเรือ,กองทัพเรือ (สยป.ทร/งานโครงการจัดหายุทโธปกรณ์หลักของ ทร.),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,4070000000.0,3962040000.0,4004652000.0,กรุงเทพมหานคร,บางกอกใหญ่,ระหว่างดำเนินการ,8.99641E+12,Elbit Systems - AEROSPACE,False,elbit systems - aerospace,4004652000,ระหว่างดำเนินการ,อากาศยานไร้คนขับ,2565-cgd-contract-1.csv
2565,โดรน,65097125458,จ้างที่ปรึกษาประมวลผลข้อมูลแผนที่ ๓ มิติ จากระบบสำรวจภูมิประเทศแบบเคลื่อนที่และจัดทำหมุดควบคุมภาคพื้นดิน พร้อมสำรวจข้อมูลด้วยอากาศยานไร้คนขับและประมวลผลข้อมูล ๓ มิติ โดยวิธีเฉพาะเจาะจง,จ้างที่ปรึกษา,สถาบันสารสนเทศทรัพยากรน้ำ (องค์การมหาชน),สถาบันสารสนเทศทรัพยากรน้ำ (องค์การมหาชน),งานจ้างที่ปรึกษา,-,8500000.0,8500000.0,8500000.0,กรุงเทพมหานคร,จตุจักร,สิ้นสุดสัญญา,9.94E+11,มหาวิทยาลัยศรีนครินทรวิโรฒ,False,มหาวิทยาลัยศรีนครินทรวิโรฒ,8500000,สิ้นสุดสัญญา,อากาศยานไร้คนขับ,2565-cgd-contract-1.csv
2565,โดรน,64027325002,ประกวดราคาจ้างสำรวจเก็บข้อมูลและจัดทำแผนที่ภาพถ่ายทางอากาศและแผนที่ภูมิประเทศด้วยอากาศยานไร้คนขับ และเพิ่มประสิทธิภาพการประมวลผลภายใต้โครงการพัฒนาพื้นที่ต้นแบบการพัฒนาคุณภาพชีวิตตามหลักทฤษฎี ประยุกต์สู่ โคก หนอง นา โมเดล ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),จ้างทำของ/จ้างเหมาบริการ,สำนักงานพัฒนาเทคโนโลยีอวกาศและภูมิสารสนเทศ (องค์การมหาชน),สำนักงานพัฒนาเทคโนโลยีอวกาศและภูมิสารสนเทศ (องค์การมหาชน),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,10-มี.ค.-64,31200000.0,31533256.67,7197600.0,กรุงเทพมหานคร,หลักสี่,สิ้นสุดสัญญา,1.05543E+11,บริษัท อัลทิเมท โพซิชั่นนิ่ง จำกัด,False,อัลทิเมท โพซิชั่นนิ่ง,7197600,สิ้นสุดสัญญา,อากาศยานไร้คนขับ,2565-cgd-contract-1.csv
2565,โดรน,65037196552,ซื้อชุดนาโนโดรนตรวจการณ์ทางยุทธวิธี สนับสนุน ขกท. ตามโครงการจัดหายุทโธปกรณ์สนับสนุนหน่วยในการปฏิบัติภารกิจใน ๓ จชต. ประจำปีงบประมาณ ๒๕๖๕ รายการชุดนาโนโดรนตรวจการณ์ทางยุทธวิธี สนับสนุน ขกท. โดยวิธีเฉพาะเจาะจง,ซื้อ,กองทัพบก,กองทัพบก โดย กรมการทหารสื่อสาร,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,7250000.0,7250000.0,7247000.0,กรุงเทพมหานคร,ดุสิต,ระหว่างดำเนินการ,1.05532E+11,บริษัท ดีเฟ้นเทค จำกัด,False,ดีเฟ้นเทค,7247000,ระหว่างดำเนินการ,โดรน,2565-cgd-contract-1.csv
2565,โดรน,65077085298,ซื้อระบบตรวจการณ์ ทางยุทธวิธีด้วยอากาศยานไร้คนขับ แบบประจำที่ สนับสนุน ขกท.ตามแผนงานโครงการจัดหายุทโธปกรณ์สนับสนุนหน่วยในการปฏิบัติภารกิจใน 3 จชต. ประจำปีงบประมาณ ๒๕๖๕ โดยวิธีคัดเลือก,ซื้อ,กองทัพบก,กองทัพบก โดย กรมการทหารสื่อสาร,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,7995000.0,7995000.0,7995000.0,กรุงเทพมหานคร,ดุสิต,ระหว่างดำเนินการ,1.05553E+11,บริษัท วีไอเอส (ประเทศไทย) จำกัด,False,วีไอเอส (ประเทศไทย),7995000,ระหว่างดำเนินการ,อากาศยานไร้คนขับ,2565-cgd-contract-1.csv
2565,โดรน,64097221295,ซื้อจัดหาอากาศยานไร้คนขับชนิดปีกตรึงขึ้นลงแนวดิ่ง (VTOL) แขวงถนนนครไชยศรี เขตดุสิต กรุงเทพมหานคร จำนวน 4 ชุด โดยวิธีคัดเลือก,ซื้อ,กรมชลประทาน,กองพัสดุ กรมชลประทาน กรุงเทพฯ,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,8560000.0,8560000.0,8506500.0,กรุงเทพมหานคร,ดุสิต,สิ้นสุดสัญญา,1.05546E+11,บริษัท โกลบอล อินส์เทค จำกัด,False,โกลบอล อินส์เทค,8506500,สิ้นสุดสัญญา,อากาศยานไร้คนขับ,2565-cgd-contract-1.csv
2565,โดรน,65037087345,ซื้อระบบตรวจการณ์ทางยุทธวิธีด้วยอากาศยานไร้คนขับ แบบประจำที่ ประจำปีงบประมาณ ๒๕๖๕ โดยวิธีคัดเลือก,ซื้อ,กองอำนวยการรักษาความมั่นคงภายใน,กองอำนวยการรักษาความมั่นคงภายในราชอาณาจักร กรุงเทพฯ,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,7995000.0,7995000.0,7995000.0,กรุงเทพมหานคร,พระนคร,สิ้นสุดสัญญา,1.05553E+11,บริษัท วีไอเอส (ประเทศไทย) จำกัด,False,วีไอเอส (ประเทศไทย),7995000,สิ้นสุดสัญญา,อากาศยานไร้คนขับ,2565-cgd-contract-1.csv
2565,โดรน,65067285995,ซื้อเครื่องป้องกันอากาศยานไร้คนขับ แบบพกพา จำนวน 5 เครื่อง โดยวิธีคัดเลือก,ซื้อ,สำนักงานตำรวจแห่งชาติ,กองสรรพาวุธ สำนักงานส่งกำลังบำรุง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,12500000.0,12400000.0,12370000.0,กรุงเทพมหานคร,ดุสิต,ระหว่างดำเนินการ,1.05559E+11,บริษัท แอทเท็นชัน จำกัด,False,แอทเท็นชัน,12370000,ระหว่างดำเนินการ,อากาศยานไร้คนขับ,2565-cgd-contract-1.csv
2565,โดรน,65027303424,ซื้อโดรนตรวจการณ์ทางยุทธวิธี สนับสนุนภารกิจการแก้ไขปัญหาจังหวัดชายแดนภาคใต้ ประจำปีงบประมาณ ๒๕๖๕ โดยวิธีคัดเลือก,ซื้อ,กองอำนวยการรักษาความมั่นคงภายใน,กองอำนวยการรักษาความมั่นคงภายในราชอาณาจักร กรุงเทพฯ,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,11500000.0,11500000.0,11482740.0,กรุงเทพมหานคร,พระนคร,ระหว่างดำเนินการ,1.05532E+11,บริษัท ดีเฟ้นเทค จำกัด,False,ดีเฟ้นเทค,11482740,ระหว่างดำเนินการ,โดรน,2565-cgd-contract-1.csv
2565,โดรน,65077047319,ซื้อสป.สาย ส. รายการโดรนตรวจการณ์ ตามแผนสำรองประจำปีงบประมาณ ๒๕๖๕ โดยวิธีคัดเลือก,ซื้อ,กองทัพบก,กองทัพบก โดย กรมการทหารสื่อสาร,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,8925000.0,8925000.0,8890000.0,กรุงเทพมหานคร,ดุสิต,ระหว่างดำเนินการ,1.05559E+11,บริษัท แปซิฟิค ดีเฟนส์ จำกัด,False,แปซิฟิค ดีเฟนส์,8890000,ระหว่างดำเนินการ,โดรน,2565-cgd-contract-1.csv
2565,โดรน,65087045270,ซื้ออะไหล่ซ่อมบำรุงอุปกรณ์ระบบอากาศยานไร้คนขับขนาดกลาง จำนวน 20 รายการ โดยวิธีเฉพาะเจาะจง,ซื้อ,กองทัพอากาศ,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,6841100.0,6841100.0,6841100.0,กรุงเทพมหานคร,ดอนเมือง,ระหว่างดำเนินการ,1.05559E+11,บริษัท อาร์ วี คอนเน็กซ์ จำกัด,False,อาร์ วี คอนเน็กซ์,6841100,ระหว่างดำเนินการ,อากาศยานไร้คนขับ,2565-cgd-contract-1.csv
2565,โดรน,65067017352,ประกวดราคาซื้ออากาศยานไร้คนขับ (Unmanned Aerial Vehicle) ประเภทขั้นลงแนวดิ่ง Vertical takeoff and landing (VTOL) พร้อมอุปกรณ์ จำนวน 1 งาน (1000369336) ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),ซื้อ,การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย,การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย (กฟผ.) เหมืองแม่เมาะ,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,12-ก.ค.-65,4804300.0,4975500.0,4167650.0,ลำปาง,แม่เมาะ,ระหว่างดำเนินการ,1.05559E+11,บริษัท ซี เอช ซี พรีซีชั่น เอ็นจิเนียริ่ง จำกัด,False,ซี เอช ซี พรีซีชั่น เอ็นจิเนียริ่ง,4167650,ระหว่างดำเนินการ,อากาศยานไร้คนขับ,2565-cgd-contract-1.csv
2565,โดรน,65047392197,ซื้อจัดซื้ออากาศยานซึ่งไม่มีนักบิน ประเภทอากาศยานที่ควบคุมจากภายนอก (โดรน) จำนวน 19 ชุด พร้อมอุปกรณ์ โดยวิธีคัดเลือก,ซื้อ,สำนักงานตำรวจแห่งชาติ,กองแผนงานกิจการพิเศษ สำนักงานยุทธศาสตร์ตำรวจ,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,4170000.0,4170000.0,4165000.0,กรุงเทพมหานคร,ปทุมวัน,ระหว่างดำเนินการ,1.05543E+11,บริษัท รียูซิท์ (ประเทศไทย)  จำกัด,False,รียูซิท์ (ประเทศไทย),4165000,ระหว่างดำเนินการ,โดรน,2565-cgd-contract-1.csv
2565,โดรน,65037239546,ซื้ออากาศยานไร้คนขับสำหรับงานแผนที่ภาพถ่ายทางอากาศ (UAV) กลุ่มงบงานโครงการเสริมสร้างหน่วยและยุทโธปกรณ์ งบงานโครงการจัดหายุทโธปกรณ์ โครงการจัดหายุทโธปกรณ์สนับสนุนหน่วยตามโครงการ ประจำปีงบประมาณ ๒๕๖๕ รายการจัดหาอากาศยานไร้คนขับสำหรับงานแผนที่ภาพถ่ายทางอากาศ (UAV) โดยวิธีคัดเลือก,ซื้อ,กองทัพบก,กองทัพบก โดย กรมการทหารสื่อสาร,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,3500000.0,3500000.0,3494500.0,กรุงเทพมหานคร,ดุสิต,ระหว่างดำเนินการ,1.05532E+11,บริษัท ดีเฟ้นเทค จำกัด,False,ดีเฟ้นเทค,3494500,ระหว่างดำเนินการ,อากาศยานไร้คนขับ,2565-cgd-contract-1.csv
2565,โดรน,65087662763,จ้างก่อสร้างซ่อมทำและปรับปรุงระบบไฟฟ้ารองรับโครงการจัดตั้งสถานีอากาศยานไร้คนขับ (UAV)  ณ หน่วยปฏิบัติการหน่วยบัญชาการ ต่อสู้อากาศยานและรักษาฝั่ง ๔๙๑ เกาะหลีเป๊ะ จังหวัดสตูล โดยวิธีคัดเลือก,จ้างก่อสร้าง,กองทัพเรือ,กรมช่างโยธาทหารเรือ กรุงเทพฯ,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,3240000.0,3240000.0,3235000.0,กรุงเทพมหานคร,บางกอกใหญ่,ระหว่างดำเนินการ,1.25555E+11,บริษัท เค.เอ็น.เอ็น. ฟีนิกซ์ 828 จำกัด,False,เค.เอ็น.เอ็น. ฟีนิกซ์ 828,3235000,ระหว่างดำเนินการ,อากาศยานไร้คนขับ,2565-cgd-contract-1.csv
2565,โดรน,65057283054,ประกวดราคาซื้อโดรนตรวจการณ์แบบปีกตรึงพิสัยไกลและอุปกรณ์รองรับการสื่อสารภาคพื้น ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),ซื้อ,สำนักงานพัฒนาเทคโนโลยีอวกาศและภูมิสารสนเทศ (องค์การมหาชน),สำนักงานพัฒนาเทคโนโลยีอวกาศและภูมิสารสนเทศ (องค์การมหาชน),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,24-พ.ค.-65,3047610.0,3047610.0,3028000.0,กรุงเทพมหานคร,หลักสี่,สิ้นสุดสัญญา,5.05565E+11,บริษัท คอนเซอร์เวชั่น แอนด์ เวลบีอิ้ง จำกัด,False,คอนเซอร์เวชั่น แอนด์ เวลบีอิ้ง,3028000,สิ้นสุดสัญญา,โดรน,2565-cgd-contract-1.csv
2565,โดรน,65067081222,ประกวดราคาซื้อครุภัณฑ์ระบบประมวลผลภาพถ่ายจากอากาศยานไร้คนขับประสิทธิภาพสูง (High-performance system for UAV image processing) 5 ชุด ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),ซื้อ,กรมชลประทาน,กองพัสดุ กรมชลประทาน กรุงเทพฯ,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,23-มิ.ย.-65,2981000.0,2981000.0,2970320.0,กรุงเทพมหานคร,ดุสิต,ระหว่างดำเนินการ,1.05547E+11,บริษัท โกลเบิล อินฟอร์เมชั่น จำกัด,False,โกลเบิล อินฟอร์เมชั่น,2970320,ระหว่างดำเนินการ,อากาศยานไร้คนขับ,2565-cgd-contract-1.csv
2565,โดรน,64107260035,ประกวดราคาซื้อชุดฝึกปฏิบัติการอากาศยานไร้คนขับ DRONE พร้อม Certificate Instructor จำนวน 1 ชุด ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),ซื้อ,วิทยาลัยเกษตรและเทคโนโลยีลำพูน,วิทยาลัยเกษตรและเทคโนโลยีลำพูน,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,20-ม.ค.-65,2500000.0,2500000.0,2468000.0,ลำพูน,แม่ทา,สิ้นสุดสัญญา,1.25547E+11,บริษัท เอพีพี ดีเวลล็อปเม้นท์ จำกัด,False,เอพีพี ดีเวลล็อปเม้นท์,2468000,สิ้นสุดสัญญา,drone,2565-cgd-contract-1.csv
2565,โดรน,64107296270,ประกวดราคาซื้ออากาศยานไร้คนขับ (UAV) สำหรับบินสำรวจถ่ายภาพพื้นที่ จำนวน 76 ชุด ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),ซื้อ,กรมโยธาธิการและผังเมือง,กรมโยธาธิการและผังเมือง กรุงเทพฯ,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,12-พ.ย.-64,2812000.0,2812000.0,2530700.0,กรุงเทพมหานคร,พญาไท,ระหว่างดำเนินการ,1.05543E+11,บริษัท อัลทิเมท โพซิชั่นนิ่ง จำกัด,False,อัลทิเมท โพซิชั่นนิ่ง,2530700,ระหว่างดำเนินการ,อากาศยานไร้คนขับ,2565-cgd-contract-1.csv
2565,โดรน,64117357218,ประกวดราคาซื้อจัดซื้อชุดฝึกปฏิบัติการอากาศยานไร้คนขับ Drone พร้อม Certificate Instructure (ชุดฝึกประกอบ) ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),ซื้อ,วิทยาลัยเกษตรและเทคโนโลยียโสธร,วิทยาลัยเกษตรและเทคโนโลยียโสธร,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,24-พ.ย.-64,2500000.0,2500000.0,2478000.0,ยโสธร,มหาชนะชัย,ระหว่างดำเนินการ,1.25556E+11,บริษัท ทรานส์เพอร์เทชั่น เทรนนิ่ง ซิสเต็มส์ จำกัด,False,ทรานส์เพอร์เทชั่น เทรนนิ่ง ซิสเต็มส์,2478000,ระหว่างดำเนินการ,drone,2565-cgd-contract-1.csv
2565,โดรน,64127004410,ประกวดราคาซื้อจัดซื้อชุดฝึกปฏิบัติการอากาศยานไร้คนขับ Drone พร้อม Certificate Instructure (ชุดฝึกบิน) ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),ซื้อ,วิทยาลัยเกษตรและเทคโนโลยียโสธร,วิทยาลัยเกษตรและเทคโนโลยียโสธร,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,16-ธ.ค.-64,2500000.0,2500000.0,2469000.0,ยโสธร,มหาชนะชัย,ระหว่างดำเนินการ,1.25556E+11,บริษัท ทรานส์เพอร์เทชั่น เทรนนิ่ง ซิสเต็มส์ จำกัด,False,ทรานส์เพอร์เทชั่น เทรนนิ่ง ซิสเต็มส์,2469000,ระหว่างดำเนินการ,drone,2565-cgd-contract-1.csv
2565,ต่อต้านโดรน,65057294985,จ้างซ่อมระบบป้องกันและต่อต้านอากาศยานไร้คนขับ (Anti Drone) ตามแผนสำรองประจำปีงบประมาณ ๒๕๖๕ โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,กองทัพบก,กองทัพบก โดย กรมการทหารสื่อสาร,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,3055100.0,3055100.0,3055100.0,กรุงเทพมหานคร,ดุสิต,ระหว่างดำเนินการ,1.05541E+11,บริษัท แอลพีเอ็น แอดวานซ์ เทค จำกัด,False,แอลพีเอ็น แอดวานซ์ เทค,3055100,ระหว่างดำเนินการ,drone,2565-cgd-contract-1.csv
2565,โดรน,65077367535,ประกวดราคาจ้างก่อสร้างสนามบินสำหรับอากาศยานไร้นักบิน จำนวน 1 งาน ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),จ้างก่อสร้าง,มหาวิทยาลัยเทคโนโลยีสุรนารี,มหาวิทยาลัยเทคโนโลยีสุรนารี (มทส.) นครราชสีมา,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,22-ก.ค.-65,2010000.0,2010000.0,1999000.0,นครราชสีมา,เมืองนครราชสีมา,ระหว่างดำเนินการ,3.05562E+11,บริษัท วิสุ คอนสตรัคชั่น จำกัด,False,วิสุ คอนสตรัคชั่น,1999000,ระหว่างดำเนินการ,อากาศยานไร้นักบิน,2565-cgd-contract-1.csv
2565,โดรน,64097145998,ซื้ออะไหล่ซ่อมบำรุง อากาศยานไร้คนขับ (UAV) แบบ ORBITER-3B โดยวิธีคัดเลือก,ซื้อ,กองทัพเรือ,ศูนย์ส่งกำลัง กรมพลาธิการทหารเรือ,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,6983160.0,6983160.0,2286792.3,ชลบุรี,สัตหีบ,ระหว่างดำเนินการ,1.05559E+11,บริษัท อาร์ วี คอนเน็กซ์ จำกัด,False,อาร์ วี คอนเน็กซ์,361632.3,ระหว่างดำเนินการ,อากาศยานไร้คนขับ,2565-cgd-contract-1.csv
2565,โดรน,65017073102,ประกวดราคาซื้อชุดอุปกรณ์แสงเลเซอร์ (LIDAR) บนอากาศยานไร้คนขับ ตำบลสุรนารี อำเภอเมืองนครราชสีมา จังหวัดนครราชสีมา 1 ชุด ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),ซื้อ,มหาวิทยาลัยเทคโนโลยีสุรนารี,มหาวิทยาลัยเทคโนโลยีสุรนารี (มทส.) นครราชสีมา,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,10-ม.ค.-65,1770000.0,1770000.0,1718880.0,นครราชสีมา,เมืองนครราชสีมา,ระหว่างดำเนินการ,1.05553E+11,บริษัท อินฟรา พลัส จำกัด,False,อินฟรา พลัส,1718880,ระหว่างดำเนินการ,อากาศยานไร้คนขับ,2565-cgd-contract-1.csv
2565,โดรน,65087269102,ประกวดราคาซื้อซื้อโดรนถ่ายภาพ จำนวน ๒ ตัว โดรนสำรวจ จำนวน ๒ ตัว และโดรนการเกษตร จำนวน ๒ ตัว ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),ซื้อ,จุฬาลงกรณ์มหาวิทยาลัย,สำนักวิชาทรัพยากรการเกษตร,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,22-ส.ค.-65,1312000.0,1312000.0,1216330.0,กรุงเทพมหานคร,ปทุมวัน,ระหว่างดำเนินการ,1.05547E+11,บริษัท โซล่าเพาเวอร์ เทคโนโลยี จำกัด,False,โซล่าเพาเวอร์ เทคโนโลยี,578610,ระหว่างดำเนินการ,โดรน,2565-cgd-contract-1.csv
2565,โดรน,65077309992,ซื้ออากาศยานไร้คนขับ (Drone) สนับสนุนการดำเนินงานด้านการเกษตร ภายใต้โครงการนวัตกรรมสร้างรอยยิ้ม กลุ่ม ปตท. โดยวิธีเฉพาะเจาะจง,ซื้อ,บริษัท ปตท. จำกัด (มหาชน),ส่วนจัดหาพัสดุ สังกัดฝ่ายกลยุทธ์จัดหาและบริหารสำนักงาน (จพ.จบญ.) ธุรกิจสำนักงานใหญ่,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,1600000.0,1404342.9,1404342.9,กรุงเทพมหานคร,จตุจักร,ระหว่างดำเนินการ,1.05564E+11,บริษัท วรุณา (ประเทศไทย) จำกัด,False,วรุณา (ประเทศไทย),1404342.9,ระหว่างดำเนินการ,drone,2565-cgd-contract-1.csv
2565,โดรน,65027277891,ชุดปฏิบัติการอากาศยานไร้คนขับ พร้อมระบบสื่อสารสำหรับผู้บังคับ จำนวน 1 ชุด,ซื้อ,องค์การบริหารส่วนจังหวัดเชียงใหม่,องค์การบริหารส่วนจังหวัดเชียงใหม่,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,18-ก.พ.-65,1400000.0,1400000.0,1345000.0,เชียงใหม่,เมืองเชียงใหม่,สิ้นสุดสัญญา,1.25545E+11,บริษัท ซิสทรอนิกส์ จำกัด,False,ซิสทรอนิกส์,1345000,สิ้นสุดสัญญา,อากาศยานไร้คนขับ,2565-cgd-contract-1.csv
