ปี,เดือน,พิกัด8,รหัสสถิติ,หน่วย,คำอธิบาย,ปริมาณ,มูลค่าบาท,ทิศทาง
2568,10,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,3506,236886366,import
2568,10,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,243,24007314,import
2568,10,88069900,000,C62,อื่น ๆ,313,31616648,import
2568,11,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,24,124884,import
2568,11,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,6358,4036872,import
2568,11,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,360,285607,import
2568,11,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,525,50126896,import
2568,11,88062900,000,C62,อื่น ๆ,1455,35332582,import
2568,11,88069200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,1,592938,import
2568,11,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,39,449326,import
2568,11,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,500,62278286,import
2568,11,88069900,000,C62,อื่น ๆ,627,15020717,import
2568,12,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,165,1394367,import
2568,12,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,9056,270143911,import
2568,12,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,467,1731810,import
2568,12,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,386,35043213,import
2568,12,88062900,000,C62,อื่น ๆ,2138,27032115,import
2568,12,88069200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,354,2953316,import
2568,12,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,140,18815672,import
2568,12,88069900,000,C62,อื่น ๆ,206,39519901,import
2569,1,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,435,2260959,import
2569,1,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,620,10864308,import
2569,1,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,16,2384267,import
2569,1,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,462,39566319,import
2569,1,88062900,000,C62,อื่น ๆ,1189,22728486,import
2569,1,88069200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,4,2598257,import
2569,1,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,41,2098888,import
2569,1,88069900,000,C62,อื่น ๆ,34,9069885,import
2569,2,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,5,32590,import
2569,2,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,139,13394025,import
2569,2,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,22,2444092,import
2569,2,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,265,39189127,import
2569,2,88062900,000,C62,อื่น ๆ,808,16830412,import
2569,2,88069200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,747,46704286,import
2569,2,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,30,1202880,import
2569,2,88069900,000,C62,อื่น ๆ,236,34795641,import
2569,3,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,272,4331026,import
2569,3,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,525,21951921,import
2569,3,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,290,20142672,import
2569,3,88062900,000,C62,อื่น ๆ,1746,36415185,import
2569,3,88069100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,1,3515,import
2569,3,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,1,9493081,import
2569,3,88069900,000,C62,อื่น ๆ,24,2050284,import
2569,4,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,1108,10401061,import
2569,4,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,409,10558443,import
2569,4,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,22513,2335317,import
2569,4,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,451,30154804,import
2569,4,88062900,000,C62,อื่น ๆ,2256,46939789,import
2569,4,88069200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,1,105618,import
2569,4,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,43,5004549,import
2569,4,88069900,000,C62,อื่น ๆ,13,2854963,import
2569,5,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,1,4173,import
2569,5,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,821,51238795,import
2569,5,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,337,30027136,import
2569,5,88062900,000,C62,อื่น ๆ,2040,49237870,import
2569,5,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,4,26372909,import
2569,5,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,84,9680832,import
2569,5,88069900,000,C62,อื่น ๆ,127,14169207,import
2565,1,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,3,106071,export
2565,2,88069900,000,C62,อื่น ๆ,30,293500,export
2565,5,88069900,000,C62,อื่น ๆ,5,17961,export
2565,6,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,1,102506,export
2565,6,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,50,7354834,export
2565,6,88069900,000,C62,อื่น ๆ,1,8667,export
2565,7,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,60,8551540,export
2565,7,88069900,000,C62,อื่น ๆ,1,125651,export
2565,8,88069900,000,C62,อื่น ๆ,1,2526729,export
2565,9,88069900,000,C62,อื่น ๆ,1,17825,export
2565,10,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,16,5821716,export
2565,10,88069900,000,C62,อื่น ๆ,3,905181,export
2565,11,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,10,3536594,export
2565,11,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,1,45519,export
2565,11,88069900,000,C62,อื่น ๆ,2,172586,export
2565,12,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,10,3988702,export
2565,12,88069900,000,C62,อื่น ๆ,10,60000,export
2566,1,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,1,465090,export
2566,1,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,6,1882864,export
2566,1,88069900,000,C62,อื่น ๆ,1,346,export
2566,2,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,1,294319,export
2566,2,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,12,1782268,export
2566,2,88069900,000,C62,อื่น ๆ,3,494472,export
2566,3,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,1,294319,export
2566,3,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,10,1685450,export
2566,3,88069900,000,C62,อื่น ๆ,1,470000,export
2566,4,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,2687,200769469,export
2566,4,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,1,318424,export
2566,4,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,12,2129540,export
2566,5,88061000,000,C62,ที่ออกแบบสำหรับการขนส่งผู้โดยสาร,1,6277,export
2566,5,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,688,51640097,export
2566,5,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,10,1618633,export
2566,5,88069900,000,C62,อื่น ๆ,4,73420,export
2566,6,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,1170,105042019,export
2566,6,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,8,1796033,export
2566,6,88069900,000,C62,อื่น ๆ,21,3239365,export
2566,7,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,1954,121997509,export
2566,7,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,5,1446974,export
2566,7,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,2,314157,export
2566,8,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,1201,106299630,export
2566,8,88062900,000,C62,อื่น ๆ,1,25500,export
2566,8,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,1,320561,export
2566,8,88069900,000,C62,อื่น ๆ,1,1529,export
2566,9,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,2783,256368144,export
2566,9,88062900,000,C62,อื่น ๆ,3,473002,export
2566,9,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,19,13224965,export
2566,10,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,4083,369915993,export
2566,10,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,1,1817870,export
2566,10,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,10,5216637,export
2566,10,88069900,000,C62,อื่น ๆ,3,4041672,export
2566,11,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,1533,162867584,export
2566,11,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,2,3440777,export
2566,11,88062900,000,C62,อื่น ๆ,28,8858287,export
2566,11,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,4,1312658,export
2566,12,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,61,7274699,export
2566,12,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,15,12469032,export
2566,12,88069900,000,C62,อื่น ๆ,20,1206,export
2567,1,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,65,9366812,export
2567,1,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,4,3555564,export
2567,1,88069900,000,C62,อื่น ๆ,2,1056371,export
2567,2,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,2230,95983518,export
2567,2,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,20,15662992,export
2567,3,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,3005,107297622,export
2567,3,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,2,600852,export
2567,3,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,1,423578,export
2567,3,88069200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,462,20055000,export
2567,3,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,1,10000,export
2567,3,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,12,9104016,export
2567,3,88069900,000,C62,อื่น ๆ,1,71496,export
2567,4,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,2400,97529509,export
2567,4,88062900,000,C62,อื่น ๆ,1,160000,export
2567,4,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,1,424954,export
2567,4,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,8,7004741,export
2567,4,88069900,000,C62,อื่น ๆ,1,2950742,export
2567,5,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,3093,133315863,export
2567,5,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,16,12608873,export
2567,6,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,858,31313342,export
2567,6,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,12,10599460,export
2567,6,88069900,000,C62,อื่น ๆ,20,361763,export
2567,7,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,19,14151,export
2567,7,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,600,71511747,export
2567,7,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,1200,1581404,export
2567,7,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,27,18830925,export
2567,8,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,558,36256290,export
2567,8,88062900,000,C62,อื่น ๆ,80,6141924,export
2567,8,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,32,17863191,export
2567,8,88069900,000,C62,อื่น ๆ,18,1155945,export
2567,9,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,256,7287496,export
2567,9,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,907,34290017,export
2567,9,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,1,23952,export
2567,9,88062900,000,C62,อื่น ๆ,1,186350,export
2567,9,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,17,9745484,export
2567,9,88069900,000,C62,อื่น ๆ,1,1369,export
2567,10,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,1628,96866891,export
2567,10,88062900,000,C62,อื่น ๆ,1,598000,export
2567,10,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,17,13152236,export
2567,11,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,1020,89395746,export
2567,11,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,501,2813948,export
2567,11,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,1,26525,export
2567,11,88062900,000,C62,อื่น ๆ,1,26525,export
2567,11,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,1,756404,export
2567,11,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,10,5446238,export
2567,11,88069900,000,C62,อื่น ๆ,25,343677,export
2567,12,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,4822,335737906,export
2567,12,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,1,234293,export
2567,12,88069200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,2050,17833288,export
2567,12,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,4,3472679,export
2568,1,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,2627,225100554,export
2568,1,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,532,1418282,export
2568,1,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,1,40940,export
2568,1,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,26,19428208,export
2568,2,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,2718,169015265,export
2568,2,88069200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,408,640504,export
2568,2,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,37,18147625,export
2568,2,88069900,000,C62,อื่น ๆ,30,1376312,export
2568,3,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,1684,2048018683,export
2568,3,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,33,16982275,export
2568,3,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,433,16273823,export
2568,3,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,35,16826027,export
2568,4,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,1,159314,export
2568,4,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,106,34210811,export
2568,4,88062900,000,C62,อื่น ๆ,21,361490,export
2568,4,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,46,25639867,export
2568,5,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,206,38713973,export
2568,5,88062900,000,C62,อื่น ๆ,7,675540,export
2568,5,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,384,56026864,export
2568,5,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,94,18210613,export
2568,5,88069900,000,C62,อื่น ๆ,157,731397,export
2568,6,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,2,361800,export
2568,6,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,100,13758654,export
2568,6,88062900,000,C62,อื่น ๆ,6,60342,export
2568,6,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,21647,431732193,export
2568,6,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,74,35277680,export
2568,6,88069900,000,C62,อื่น ๆ,2,11003880,export
2568,7,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,3,292054,export
2568,7,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,110,15720998,export
2568,7,88062900,000,C62,อื่น ๆ,12,226071,export
2568,7,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,17335,146934474,export
2568,7,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,65,24058119,export
2568,7,88069900,000,C62,อื่น ๆ,1,915674,export
2568,8,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,5,44523,export
