ปี,เดือน,พิกัด8,รหัสสถิติ,หน่วย,คำอธิบาย,ประเทศ,ปริมาณ,มูลค่าบาท,ทิศทาง
2567,11,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,KR,108,604896,import
2567,11,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CN,931,63390106,import
2567,11,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,SG,500,416597,import
2567,11,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,VN,1,1601257,import
2567,11,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,HK,1200,274259,import
2567,11,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,CN,113,14583184,import
2567,11,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,US,1,276654,import
2567,11,88062900,000,C62,อื่น ๆ,ZA,1,4949,import
2567,11,88062900,000,C62,อื่น ๆ,CN,3447,51484477,import
2567,11,88062900,000,C62,อื่น ๆ,US,1,8113419,import
2567,11,88062900,000,C62,อื่น ๆ,MY,184,4034558,import
2567,11,88069100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,ES,4,13000,import
2567,11,88069200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CN,2050,17395615,import
2567,11,88069200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CH,3,4259623,import
2567,11,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,CN,1,719913,import
2567,11,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,CN,208,28920798,import
2567,11,88069900,000,C62,อื่น ๆ,CN,699,70498950,import
2567,12,88061000,000,C62,ที่ออกแบบสำหรับการขนส่งผู้โดยสาร,CN,2,15646,import
2567,12,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,HK,1,345,import
2567,12,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,CN,6383,58228536,import
2567,12,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,US,1,2694,import
2567,12,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,MY,189,3460375,import
2567,12,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CN,4754,329678595,import
2567,12,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,US,1,23450,import
2567,12,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,CN,1326,990003,import
2567,12,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,SG,2,16116857,import
2567,12,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,CN,115,14972009,import
2567,12,88062900,000,C62,อื่น ๆ,CN,3382,44262059,import
2567,12,88069100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,CN,400,5486972,import
2567,12,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,CN,195,24563409,import
2567,12,88069900,000,C62,อื่น ๆ,US,1,1585,import
2567,12,88069900,000,C62,อื่น ๆ,CN,628,19948124,import
2568,1,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,CN,719,12176583,import
2568,1,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CN,2429,204693444,import
2568,1,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,CN,265,35865737,import
2568,1,88062900,000,C62,อื่น ๆ,HK,103,742251,import
2568,1,88062900,000,C62,อื่น ๆ,DE,1,13775,import
2568,1,88062900,000,C62,อื่น ๆ,CN,5629,83920507,import
2568,1,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,CN,346,56909379,import
2568,1,88069900,000,C62,อื่น ๆ,FR,1,5759,import
2568,1,88069900,000,C62,อื่น ๆ,CN,327,31987539,import
2568,1,88069900,000,C62,อื่น ๆ,US,1,21479,import
2568,2,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,HK,1,307,import
2568,2,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,CN,2027,29707043,import
2568,2,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CN,2821,174906604,import
2568,2,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,CN,2,604569,import
2568,2,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,CN,16,2578039,import
2568,2,88062900,000,C62,อื่น ๆ,CN,3145,83281518,import
2568,2,88062900,000,C62,อื่น ๆ,US,2,4365,import
2568,2,88069100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,CN,120,2052902,import
2568,2,88069200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,TH,408,647979,import
2568,2,88069200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CH,2,2039935,import
2568,2,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,CN,376,51568243,import
2568,2,88069900,000,C62,อื่น ๆ,AU,6,13989,import
2568,2,88069900,000,C62,อื่น ๆ,GB,1,7750,import
2568,2,88069900,000,C62,อื่น ๆ,CN,87,13142340,import
2568,3,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,AU,1,40000,import
2568,3,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,CN,2185,38352185,import
2568,3,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CN,2049,2121287334,import
2568,3,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CH,1,1145877,import
2568,3,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,US,1,20084,import
2568,3,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,CN,137,29571425,import
2568,3,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,TH,1,102877,import
2568,3,88062900,000,C62,อื่น ๆ,CN,1992,37621021,import
2568,3,88062900,000,C62,อื่น ๆ,US,1,6466013,import
2568,3,88069100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,NL,1,19761,import
2568,3,88069200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,NL,1,37111,import
2568,3,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,CN,289,16777405,import
2568,3,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,CN,122,20745903,import
2568,3,88069900,000,C62,อื่น ๆ,CH,1,118844,import
2568,3,88069900,000,C62,อื่น ๆ,CN,405,45221555,import
2568,3,88069900,000,C62,อื่น ๆ,US,3,1139313,import
2568,4,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,CN,1108,18070036,import
2568,4,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CN,954,66300627,import
2568,4,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,CN,10,3829952,import
2568,4,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,CN,70,16079464,import
2568,4,88062900,000,C62,อื่น ๆ,CN,1771,32721878,import
2568,4,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,CN,8,4169741,import
2568,4,88069900,000,C62,อื่น ๆ,US,4,85027778,import
2568,4,88069900,000,C62,อื่น ๆ,CN,233,24170771,import
2568,5,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,CN,444,6541095,import
2568,5,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CN,290,24930285,import
2568,5,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CA,8,2669154,import
2568,5,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,US,1,1991613,import
2568,5,88062900,000,C62,อื่น ๆ,CN,1689,49284465,import
2568,5,88069100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,CN,2,598,import
2568,5,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,SG,1,3467884,import
2568,5,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,CN,383,56325081,import
2568,5,88069900,000,C62,อื่น ๆ,CN,389,39223323,import
2568,6,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,CN,520,7737867,import
2568,6,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,AU,2,12148,import
2568,6,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CN,1181,55009740,import
2568,6,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,CN,170,26267320,import
2568,6,88062900,000,C62,อื่น ๆ,ID,1,224333,import
2568,6,88062900,000,C62,อื่น ๆ,CN,2676,48420450,import
2568,6,88069100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,CN,1200,6137679,import
2568,6,88069200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CH,1,1085703,import
2568,6,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,CN,21646,444952373,import
2568,6,88069900,000,C62,อื่น ๆ,CN,278,27269472,import
2568,6,88069900,000,C62,อื่น ๆ,HK,1,275245,import
2568,7,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,CN,547,6314090,import
2568,7,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CZ,1,490097,import
2568,7,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CN,129,7780059,import
2568,7,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,CN,432,79853012,import
2568,7,88062900,000,C62,อื่น ๆ,CN,1246,20441692,import
2568,7,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,CN,17335,148384786,import
2568,7,88069900,000,C62,อื่น ๆ,US,60,14239,import
2568,7,88069900,000,C62,อื่น ๆ,CN,407,43090269,import
2568,7,88069900,000,C62,อื่น ๆ,MY,1,2906,import
2568,7,88069900,000,C62,อื่น ๆ,CH,2,1002225,import
2568,8,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,CN,12290,3689236,import
2568,8,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CN,104,3767670,import
2568,8,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,SG,10,80694334,import
2568,8,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,CN,585,61563211,import
2568,8,88062900,000,C62,อื่น ๆ,CN,1595,22554874,import
2568,8,88069100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,CN,502,3439065,import
2568,8,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,CN,6206,473154556,import
2568,8,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,CH,1,2207144,import
2568,8,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,CN,573,64304898,import
2568,8,88069900,000,C62,อื่น ๆ,CN,375,64739378,import
2568,9,88061000,000,C62,ที่ออกแบบสำหรับการขนส่งผู้โดยสาร,CN,1,9991060,import
2568,9,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,CN,1663,39618814,import
2568,9,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CN,121,10594050,import
2568,9,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,CN,620,63252299,import
2568,9,88062900,000,C62,อื่น ๆ,CN,1374,39240831,import
2568,9,88069100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,US,1,9969,import
2568,9,88069100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,CN,300,2079695,import
2568,9,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,CN,3364,336320591,import
2568,9,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,CN,154,92358889,import
2568,9,88069900,000,C62,อื่น ๆ,CN,449,41027572,import
2568,9,88069900,000,C62,อื่น ๆ,US,1,8364,import
2568,10,88061000,000,C62,ที่ออกแบบสำหรับการขนส่งผู้โดยสาร,CN,2,216791,import
2568,10,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,US,2,14276,import
2568,10,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,CN,6,52779,import
2568,10,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,HK,1,1680,import
2568,10,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,CN,620,54632750,import
2568,10,88062900,000,C62,อื่น ๆ,CN,1284,12219713,import
2568,10,88062900,000,C62,อื่น ๆ,US,1,17883,import
2568,10,88069100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,CN,1,27280,import
2568,10,88069200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CN,1,27280,import
2568,10,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,CN,3506,236886366,import
2568,10,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,US,3,5154,import
2568,10,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,CN,240,24002160,import
2568,10,88069900,000,C62,อื่น ๆ,AU,1,10000,import
2568,10,88069900,000,C62,อื่น ๆ,CN,312,31606648,import
2568,11,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,CN,24,124884,import
2568,11,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CN,6358,4036872,import
2568,11,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,CN,360,285607,import
2568,11,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,CN,525,50126896,import
2568,11,88062900,000,C62,อื่น ๆ,CN,1453,24459790,import
2568,11,88062900,000,C62,อื่น ๆ,IL,2,10872792,import
2568,11,88069200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CN,1,592938,import
2568,11,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,CN,30,295673,import
2568,11,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,IL,9,153653,import
2568,11,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,CN,500,62278286,import
2568,11,88069900,000,C62,อื่น ๆ,CN,627,15020717,import
2568,12,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,US,3,27390,import
2568,12,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,CN,162,1366977,import
2568,12,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,US,1,2227,import
2568,12,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,VN,1980,87149958,import
2568,12,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CN,7074,182988626,import
2568,12,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,JP,1,3100,import
2568,12,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,CN,430,1103118,import
2568,12,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,VN,37,628692,import
2568,12,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,CN,386,35043213,import
2568,12,88062900,000,C62,อื่น ๆ,CN,2138,27032115,import
2568,12,88069200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CN,350,1231959,import
2568,12,88069200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CH,4,1721357,import
2568,12,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,CN,140,18815672,import
2568,12,88069900,000,C62,อื่น ๆ,CN,197,29028950,import
2568,12,88069900,000,C62,อื่น ๆ,GB,6,10470250,import
2568,12,88069900,000,C62,อื่น ๆ,TW,1,11356,import
2568,12,88069900,000,C62,อื่น ๆ,IE,2,9345,import
2569,1,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,US,1,5092,import
2569,1,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,CN,434,2255867,import
2569,1,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CN,619,10365026,import
2569,1,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CZ,1,499282,import
2569,1,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,CN,15,2221963,import
2569,1,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,MY,1,162304,import
2569,1,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,CN,462,39566319,import
2569,1,88062900,000,C62,อื่น ๆ,CN,1186,22640274,import
2569,1,88062900,000,C62,อื่น ๆ,KR,1,15214,import
2569,1,88062900,000,C62,อื่น ๆ,US,2,72998,import
2569,1,88069200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CH,4,2598257,import
2569,1,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,CN,41,2098888,import
2569,1,88069900,000,C62,อื่น ๆ,US,3,11383,import
2569,1,88069900,000,C62,อื่น ๆ,AU,2,45018,import
2569,1,88069900,000,C62,อื่น ๆ,CH,4,2459907,import
2569,1,88069900,000,C62,อื่น ๆ,CN,22,1405815,import
2569,1,88069900,000,C62,อื่น ๆ,ES,3,5147762,import
2569,2,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,US,4,30874,import
2569,2,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,KR,1,1716,import
2569,2,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,US,1,2743,import
2569,2,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,KR,1,468600,import
2569,2,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CN,137,12922682,import
2569,2,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,CN,22,2444092,import
2569,2,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,CN,265,39189127,import
2569,2,88062900,000,C62,อื่น ๆ,CN,806,16792978,import
2569,2,88062900,000,C62,อื่น ๆ,US,1,5297,import
2569,2,88062900,000,C62,อื่น ๆ,PH,1,32137,import
2569,2,88069200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CN,157,5996701,import
2569,2,88069200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,TH,590,40707585,import
2569,2,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,CN,30,1202880,import
2569,2,88069900,000,C62,อื่น ๆ,CN,233,34392081,import
2569,2,88069900,000,C62,อื่น ๆ,CH,2,399944,import
2569,2,88069900,000,C62,อื่น ๆ,JP,1,3616,import
2569,3,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,CN,272,4331026,import
2569,3,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CN,525,21951921,import
