ปี,เดือน,พิกัด8,รหัสสถิติ,หน่วย,คำอธิบาย,ประเทศ,ปริมาณ,มูลค่าบาท,ทิศทาง
2569,3,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,CN,290,20142672,import
2569,3,88062900,000,C62,อื่น ๆ,FR,1,721056,import
2569,3,88062900,000,C62,อื่น ๆ,CN,1745,35694129,import
2569,3,88069100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,HK,1,3515,import
2569,3,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,CN,1,9493081,import
2569,3,88069900,000,C62,อื่น ๆ,CH,1,44846,import
2569,3,88069900,000,C62,อื่น ๆ,JP,1,6677,import
2569,3,88069900,000,C62,อื่น ๆ,CN,22,1998761,import
2569,4,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,CN,1107,10400230,import
2569,4,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,TH,1,831,import
2569,4,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CN,409,10558443,import
2569,4,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,CN,13,1755807,import
2569,4,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,SG,22500,579510,import
2569,4,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,CN,451,30154804,import
2569,4,88062900,000,C62,อื่น ๆ,KR,10,18407,import
2569,4,88062900,000,C62,อื่น ๆ,US,1,5949484,import
2569,4,88062900,000,C62,อื่น ๆ,CN,2245,40971898,import
2569,4,88069200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CH,1,105618,import
2569,4,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,CN,43,5004549,import
2569,4,88069900,000,C62,อื่น ๆ,ID,1,34632,import
2569,4,88069900,000,C62,อื่น ๆ,CN,12,2820331,import
2569,5,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,KR,1,4173,import
2569,5,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CN,821,51238795,import
2569,5,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,CN,337,30027136,import
2569,5,88062900,000,C62,อื่น ๆ,CN,2027,36109851,import
2569,5,88062900,000,C62,อื่น ๆ,AU,1,3503745,import
2569,5,88062900,000,C62,อื่น ๆ,LV,12,9624274,import
2569,5,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,SI,4,26372909,import
2569,5,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,CN,84,9680832,import
2569,5,88069900,000,C62,อื่น ๆ,CN,127,14169207,import
2565,1,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,LA,3,106071,export
2565,2,88069900,000,C62,อื่น ๆ,KH,30,293500,export
2565,5,88069900,000,C62,อื่น ๆ,FR,1,3349,export
2565,5,88069900,000,C62,อื่น ๆ,JP,4,14612,export
2565,6,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,KH,1,102506,export
2565,6,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,SG,50,7354834,export
2565,6,88069900,000,C62,อื่น ๆ,US,1,8667,export
2565,7,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,SG,60,8551540,export
2565,7,88069900,000,C62,อื่น ๆ,ID,1,125651,export
2565,8,88069900,000,C62,อื่น ๆ,US,1,2526729,export
2565,9,88069900,000,C62,อื่น ๆ,SG,1,17825,export
2565,10,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,KH,15,5351626,export
2565,10,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,LA,1,470090,export
2565,10,88069900,000,C62,อื่น ๆ,LA,2,900000,export
2565,10,88069900,000,C62,อื่น ๆ,SG,1,5181,export
2565,11,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,LA,2,378000,export
2565,11,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,KH,8,3158594,export
2565,11,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,SG,1,45519,export
2565,11,88069900,000,C62,อื่น ๆ,LA,1,167290,export
2565,11,88069900,000,C62,อื่น ๆ,SG,1,5296,export
2565,12,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,KH,10,3988702,export
2565,12,88069900,000,C62,อื่น ๆ,US,10,60000,export
2566,1,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,KH,1,465090,export
2566,1,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,KH,6,1882864,export
2566,1,88069900,000,C62,อื่น ๆ,KR,1,346,export
2566,2,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,LA,1,294319,export
2566,2,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,KH,12,1782268,export
2566,2,88069900,000,C62,อื่น ๆ,LA,1,470000,export
2566,2,88069900,000,C62,อื่น ๆ,HK,1,8157,export
2566,2,88069900,000,C62,อื่น ๆ,FR,1,16315,export
2566,3,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,LA,1,294319,export
2566,3,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,KH,10,1685450,export
2566,3,88069900,000,C62,อื่น ๆ,LA,1,470000,export
2566,4,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,RU,2687,200769469,export
2566,4,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,LA,1,318424,export
2566,4,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,KH,12,2129540,export
2566,5,88061000,000,C62,ที่ออกแบบสำหรับการขนส่งผู้โดยสาร,IR,1,6277,export
2566,5,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,RU,688,51640097,export
2566,5,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,KH,10,1618633,export
2566,5,88069900,000,C62,อื่น ๆ,JP,2,68234,export
2566,5,88069900,000,C62,อื่น ๆ,KR,1,5118,export
2566,5,88069900,000,C62,อื่น ๆ,US,1,68,export
2566,6,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,UA,50,6582538,export
2566,6,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,IR,112,258553,export
2566,6,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,RU,1008,98200928,export
2566,6,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,LA,1,233639,export
2566,6,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,KH,7,1562394,export
2566,6,88069900,000,C62,อื่น ๆ,CH,20,3000000,export
2566,6,88069900,000,C62,อื่น ๆ,MM,1,239365,export
2566,7,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,HK,20,2748007,export
2566,7,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CA,1,172614,export
2566,7,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,IR,818,2840455,export
2566,7,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CZ,20,2748007,export
2566,7,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,RU,1045,106568641,export
2566,7,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,LT,50,6919785,export
2566,7,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,KH,5,1446974,export
2566,7,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,IN,2,314157,export
2566,8,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CZ,15,1900991,export
2566,8,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,RU,1116,94356551,export
2566,8,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,HK,20,3040906,export
2566,8,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,LT,50,7001182,export
2566,8,88062900,000,C62,อื่น ๆ,LA,1,25500,export
2566,8,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,KH,1,320561,export
2566,8,88069900,000,C62,อื่น ๆ,KR,1,1529,export
2566,9,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,RU,2634,236092517,export
2566,9,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,CZ,31,3743652,export
2566,9,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,PL,36,3750523,export
2566,9,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,LT,52,7908074,export
2566,9,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,HK,30,4873378,export
2566,9,88062900,000,C62,อื่น ๆ,MM,3,473002,export
2566,9,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,US,15,11929678,export
2566,9,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,KH,4,1295287,export
2566,10,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,RU,4016,361583990,export
2566,10,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,PL,67,8332003,export
2566,10,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,JP,1,1817870,export
2566,10,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,US,4,3254299,export
2566,10,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,IN,3,856395,export
2566,10,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,KH,3,1105943,export
2566,10,88069900,000,C62,อื่น ๆ,LA,3,4041672,export
2566,11,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,RU,1400,143966124,export
2566,11,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,PL,30,2869505,export
2566,11,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,LT,101,15960150,export
2566,11,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,MM,1,69278,export
2566,11,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,QA,1,2527,export
2566,11,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,JP,2,3440777,export
2566,11,88062900,000,C62,อื่น ๆ,PH,25,2977427,export
2566,11,88062900,000,C62,อื่น ๆ,SG,1,36000,export
2566,11,88062900,000,C62,อื่น ๆ,LA,2,5844860,export
2566,11,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,KH,3,905658,export
2566,11,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,LA,1,407000,export
2566,12,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,LT,26,3970041,export
2566,12,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,PL,34,3175747,export
2566,12,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,KR,1,128911,export
2566,12,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,US,14,12067489,export
2566,12,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,KH,1,401543,export
2566,12,88069900,000,C62,อื่น ๆ,US,20,1206,export
2567,1,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,LT,62,9356420,export
2567,1,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,MM,3,10392,export
2567,1,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,KH,3,1702460,export
2567,1,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,JP,1,1853104,export
2567,1,88069900,000,C62,อื่น ๆ,AT,2,1056371,export
2567,2,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,LT,150,22412462,export
2567,2,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,RU,2080,73571056,export
2567,2,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,US,18,15209401,export
2567,2,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,KH,2,453591,export
2567,3,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,RU,3000,107244000,export
2567,3,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,IN,5,53622,export
2567,3,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,PH,2,600852,export
2567,3,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,PH,1,423578,export
2567,3,88069200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,KH,462,20055000,export
2567,3,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,MM,1,10000,export
2567,3,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,KH,2,453000,export
2567,3,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,US,10,8651016,export
2567,3,88069900,000,C62,อื่น ๆ,US,1,71496,export
2567,4,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,RU,2300,82403710,export
2567,4,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,LT,100,15125799,export
2567,4,88062900,000,C62,อื่น ๆ,HK,1,160000,export
2567,4,88069300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,SG,1,424954,export
2567,4,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,SG,1,2280168,export
2567,4,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,US,6,4503973,export
2567,4,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,KH,1,220600,export
2567,4,88069900,000,C62,อื่น ๆ,HK,1,2950742,export
2567,5,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,FR,1,58194,export
2567,5,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,LT,210,27711912,export
2567,5,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,RU,2882,105545757,export
2567,5,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,US,14,12100041,export
2567,5,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,KH,2,508832,export
2567,6,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,LT,5,618275,export
2567,6,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,MY,1,20000,export
2567,6,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,RU,852,30675067,export
2567,6,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,US,12,10599460,export
2567,6,88069900,000,C62,อื่น ๆ,HK,20,361763,export
2567,7,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,PH,19,14151,export
2567,7,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,PL,555,66293098,export
2567,7,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,LT,45,5218649,export
2567,7,88062300,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 7 กิโลกรัม แต่ไม่มากกว่า 25 กิโลกรัม,CN,1200,1581404,export
2567,7,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,US,27,18830925,export
2567,8,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,PL,250,28707120,export
2567,8,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,RU,300,7535619,export
2567,8,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,NO,8,13551,export
2567,8,88062900,000,C62,อื่น ๆ,LT,30,400500,export
2567,8,88062900,000,C62,อื่น ๆ,PL,50,5741424,export
2567,8,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,US,26,16330991,export
2567,8,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,KH,5,1304800,export
2567,8,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,LA,1,227400,export
2567,8,88069900,000,C62,อื่น ๆ,US,1,775941,export
2567,8,88069900,000,C62,อื่น ๆ,HK,17,380004,export
2567,9,88062100,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดไม่มากกว่า 250 กรัม,HK,256,7287496,export
2567,9,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,HK,69,2608753,export
2567,9,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,PL,130,14901634,export
2567,9,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,RU,700,16766477,export
2567,9,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,NO,8,13153,export
2567,9,88062400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,US,1,23952,export
2567,9,88062900,000,C62,อื่น ๆ,LA,1,186350,export
2567,9,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,US,13,9032124,export
2567,9,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,DE,1,90000,export
2567,9,88069400,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 25 กิโลกรัม แต่ไม่มากกว่า 150 กิโลกรัม,KH,3,623360,export
2567,9,88069900,000,C62,อื่น ๆ,MV,1,1369,export
2567,10,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,HK,126,3049872,export
2567,10,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,RU,1194,60203886,export
2567,10,88062200,000,C62,มีน้ำหนักวิ่งขึ้นสูงสุดมากกว่า 250 กรัม แต่ไม่มากกว่า 7 กิโลกรัม,PL,300,33600330,export
